user_id,user_raw_id,train_seq_len,train_sequence,val_item_id,test_item_id
15604,A3MY639RL2TNK8,13,1799 2689 2829 2910 5172 5282 6959 9538 6525 7835 3276 5004 10530,2808,3517
15605,A3MYG7TWPDUAK,3,674 1650 2978,4872,7899
15606,A3MYTBR4A3Q2UJ,3,1000 8736 10417,1543,3163
15607,A3MYVCLYHAK6VO,4,7074 7436 1234 4495,5181,8699
15608,A3MYY7DV4TDL6W,6,10162 7414 8968 7477 8135 10631,10940,9848
15609,A3MZGKSFYS9NYO,6,6348 1996 7350 8973 7108 7412,9672,6618
15610,A3MZMN7WCOUB84,3,5193 10680 10863,4797,10820
15611,A3MZNRSDQ32UUH,20,10317 10318 10709 4714 9287 10691 5089 9522 4520 6345 7279 11113 10557 11412 11602 11775 10441 11709 11830 8051,9515,11622
15612,A3MZRGNGM4H7PI,15,3316 10860 8377 11243 3528 3622 10545 11452 399 1520 4464 6401 8189 6050 11478,8586,7833
15613,A3N0S1XM6DW52M,4,7670 4262 2508 11660,3416,3791
15614,A3N0S5PVDU8YE9,4,2283 5902 6823 6996,10957,11429
15615,A3N12MEIKIOLNO,16,7942 60 2148 2366 5177 5180 7215 7436 7437 8589 9069 9487 5193 172 7442 6659,6935,6936
15616,A3N137T5CZ951Q,4,2288 3692 9662 5805,5774,6232
15617,A3N1ANJVA54KNP,6,4520 7807 5199 5518 5491 7374,5195,9818
15618,A3N1CQV9LJ3PWQ,4,79 1409 1855 2769,3718,11118
15619,A3N1TLGRA3V7BK,6,1216 2247 2512 3237 5049 8089,10245,11510
15620,A3N27L13CWJ9HY,4,7079 9459 9349 11050,11747,11534
15621,A3N2OG0TZNPXET,3,7866 9321 10601,10604,11982
15622,A3N37IWYXIEFL0,5,2419 4184 4511 7157 9712,11425,11560
15623,A3N38J2MVA8OJ2,3,2685 2497 2582,4121,6193
15624,A3N38KMSMYELWC,3,2113 6915 6939,7013,7014
15625,A3N3CLV6EBSY53,16,1925 2968 6078 705 6439 4525 1489 2243 2419 5570 6726 8642 148 1212 3943 8558,8801,7846
15626,A3N3HKXI8Y5BSR,4,6463 7481 6477 7615,8507,8736
15627,A3N3XJ7CYCLRDY,6,4925 7531 8506 8968 10162 11261,12016,12017
15628,A3N3ZTC5LDWDWD,20,11015 2657 11417 9639 11013 11017 11022 10328 9989 10099 10930 8123 9852 9999 10195 10928 6236 7283 11016 9118,10133,5243
15629,A3N3ZY9CUEPL3R,4,2839 5419 6648 8351,2841,5023
15630,A3N49CWT2F2WCR,3,8487 555 232,7767,10491
15631,A3N4CUW4UYC9I3,20,6848 8969 9004 9589 9594 9582 7543 10708 10773 10775 10782 11352 4470 11201 11652 11563 11619 11620 11727 11565,11566,11626
15632,A3N4QJP6D70NVP,11,7886 8161 9247 6325 8162 8739 9680 10994 8160 8738 9052,4998,6386
15633,A3N4R18KX9VISZ,10,2935 4520 5193 5195 6971 9337 9578 9596 3221 5533,10511,11423
15634,A3N4UKBGK8PQ2E,3,1146 1951 1968,2416,5716
15635,A3N4VTNFPMTHEF,4,4024 11395 5852 1290,11535,11534
15636,A3N545UYCCX7RB,3,10483 9758 11037,11354,4129
15637,A3N5ECT437JKPD,5,10210 8815 2907 5030 6733,6735,10945
15638,A3N5Z9AKY4QR3V,6,322 678 10539 2730 8123 8135,8968,10131
15639,A3N61N91YEIZ47,9,5347 9265 3888 9397 10401 8557 10813 11051 11498,11796,12005
15640,A3N65H2Q320Y4H,17,71 5824 6001 6058 6262 6421 6874 9938 687 1767 2683 184 3920 5343 6654 6725 10710,1554,3202
15641,A3N68KQEPUNMNZ,3,8635 4170 9766,3474,10064
15642,A3N6E7A4Q5IK97,15,3715 292 1520 1553 2419 3733 4916 5522 7231 7645 7649 8040 9688 10413 10500,11301,12023
15643,A3N6JG64P2G9EV,19,118 3977 403 3789 497 7638 3718 4461 8157 3048 8074 5160 8145 436 10057 11450 387 11395 11448,11634,3120
15644,A3N6N2W0UYJQVG,3,3438 39 2206,2243,3026
15645,A3N6QLWON7E39M,3,795 2409 2835,810,1020
15646,A3N6RSJG0G9119,6,4520 6069 6456 7854 8491 9937,10042,10770
15647,A3N6Z2MZ1IX9H7,3,8953 7305 8536,8535,8719
15648,A3N72YOPCU7JLP,7,8968 7531 8191 8192 10162 10165 11140,8132,9894
15649,A3N73PFEGXGDSN,8,334 574 1489 2113 4272 5729 7081 7880,8055,8082
15650,A3N74F2A1D6N65,3,4365 4125 6006,5555,7439
15651,A3N75I60JM46JX,6,297 2183 1209 2727 3221 8306,8549,1306
15652,A3N7LLW0JNG04G,5,3517 3136 4165 5043 3389,3605,4581
15653,A3N7UYOIK968MS,5,2061 776 7972 9968 9006,10144,10476
15654,A3N88PKE8CHXRM,5,4668 2890 3507 7461 7797,8296,7620
15655,A3N8B562ZTQAJ,4,9368 10526 11131 11210,11720,11750
15656,A3N9017PUAUZVW,5,839 4086 2974 3312 1413,2318,9946
15657,A3N987JL4MZROR,5,4175 6257 9657 10919 1957,6050,11208
15658,A3N9NOX0EJWSAW,4,436 2174 2813 5376,706,8630
15659,A3N9PK3ZWCFVQU,5,6499 7848 7976 7988 9672,10283,10608
15660,A3N9TOPHBENB9I,20,5375 5967 5373 6002 61 3587 6259 3317 166 5521 2615 2617 10318 10290 8387 5150 9995 10087 11773 11774,11911,11534
15661,A3N9WRCZ1TTI9F,3,7776 8620 8149,8381,9034
15662,A3NA3M6ZNS6LLZ,4,1520 6099 6401 8477,8485,5587
15663,A3NAA8Y0VHX3KZ,3,7442 7652 9529,5522,9561
15664,A3NAMFDCMBNTSV,8,179 9468 4176 853 5625 8142 8977 2914,11613,11565
15665,A3NB7MNJ6QCSGB,6,1823 7848 10316 4467 7423 8242,10510,2378
15666,A3NBM4F6M7L2SY,5,433 719 7294 7031 7155,5646,1712
15667,A3NBYSP7Z9FYQZ,3,267 10521 8043,10771,3923
15668,A3NCAOC0QVUO9G,4,8841 10162 11022 3314,2036,8506
15669,A3NCB51ODGDZ3,3,43 4614 5411,9127,7064
15670,A3NCIN6TNL0MGA,6,4024 3859 5767 8729 10559 10372,11771,11728
15671,A3NCLFM8JJIY8Y,3,2647 5032 9657,8589,9648
15672,A3NCV7XVGNHRT6,5,2242 2122 386 389 467,331,2018
15673,A3NCZ13W10C7WF,3,2036 2652 4069,6096,7129
15674,A3ND1RS8GJADT7,3,2445 8589 5175,5950,8229
15675,A3ND9FSL4SFF47,3,550 1914 3522,4357,4711
15676,A3NDGGX7CWV8RT,3,2407 4001 7894,10049,10203
15677,A3NDN778XBM4FI,3,5703 9240 9369,9323,267
15678,A3NDPX33N04JW5,10,650 1696 3221 3525 4118 4617 4666 5722 8804 9308,1513,9090
15679,A3NDSMZ33YUNP1,3,3956 9017 1862,7864,8968
15680,A3NDUBKYPI47N2,6,843 1261 3560 3757 4148 5539,10568,11197
15681,A3NE1PLGI1P0ZT,3,680 5726 2815,1688,10824
15682,A3NE2N5HL7GLAT,5,618 2459 6387 2260 2662,4316,4608
15683,A3NEAETOSXDBOM,15,5588 5907 4072 4044 3436 1938 8468 9918 9730 10701 7440 443 4045 2806 8027,11821,9497
15684,A3NEGJMRZTYOXM,8,10147 10130 10165 10228 5435 8957 10162 10231,9701,10629
15685,A3NER7NAGE01A2,3,5111 5126 5527,6062,8217
15686,A3NFE0FB5MN60O,4,1481 1595 6622 7423,8074,9083
15687,A3NFGU5VCIY3XM,8,2974 6530 9046 4230 3718 7559 9020 5824,10945,6721
15688,A3NFHL3HBPTC0F,3,831 1412 6411,10159,7504
15689,A3NFSHPGUKEWMS,3,6543 39 267,1472,3259
15690,A3NGII7TBCZHK3,4,859 4907 5031 9493,5492,7163
15691,A3NGK03GOJ1JDQ,7,5691 1569 8057 4208 9550 10733 9207,5380,9260
15692,A3NGLUTI9066QS,4,3487 134 8824 10107,6957,10443
15693,A3NGXMNZITEBGA,5,3103 3610 3357 7594 3965,11667,8839
15694,A3NH0GBGN8ZVII,3,719 457 5126,5925,27
15695,A3NH0JA98UU9W2,3,4598 198 9071,9721,3774
15696,A3NHUQ33CFH3VM,20,11707 11708 11709 11710 11711 11830 11875 11876 11879 11898 11586 11592 11669 11675 11676 11678 11977 12037 12062 11828,12094,12100
15697,A3NHWZEQP97IOF,4,5471 7471 6159 9440,9837,10019
15698,A3NHZR8IQ92VE9,3,170 6620 6738,10845,10936
15699,A3NI0HY6FKENYC,3,602 7354 7786,9338,9308
15700,A3NI8V9PH696S,3,5492 7848 10031,5087,5028
15701,A3NICTN9ALZ27,3,7056 4983 8508,7992,7008
15702,A3NIHT635YMNBC,3,4081 4165 4790,10751,11910
15703,A3NIOQ66OODSES,4,3487 8242 8443 9183,10374,9502
15704,A3NIZ4G9FP083V,3,10353 10357 8551,10491,10135
15705,A3NJ1ACM76570H,6,3487 4174 5236 8218 8224 9146,9786,8126
15706,A3NJE4PPFR17UV,4,6381 3760 1007 257,4011,8299
15707,A3NJRWPCHLKUV8,3,10749 5745 9108,10133,10643
15708,A3NJSFLJSNGG9O,4,1399 3187 4646 6402,6706,9525
15709,A3NK6P0QFDUZL2,9,5710 1576 720 7061 3668 180 7059 6625 74,3770,9598
15710,A3NKBCNIXTL2CM,3,6249 2037 5097,6096,4386
15711,A3NKKWP831FBVA,4,1988 4103 4472 5179,10491,1056
15712,A3NKLQWUCCT2NK,5,3670 208 5430 4248 5491,5160,3466
15713,A3NKMSIL5NPO1E,6,183 3225 3951 4676 6200 6296,8252,8253
15714,A3NKSVKXMM5I4T,6,2113 2310 4651 8729 8561 10693,10372,11930
15715,A3NKXXXZCM6LGO,8,5690 2647 8073 4660 9349 7449 4787 5107,4145,8195
15716,A3NL394M1LEAFX,20,10567 9081 8355 9153 842 9748 10826 11009 6991 8064 3596 6801 10286 11576 5516 753 7758 5139 7426 7742,9327,4334
15717,A3NLEWJ1A8CF3P,3,4502 4662 6520,8255,11095
15718,A3NLJZI5NEOT0K,7,184 4650 5767 5880 9251 8235 10704,10387,11564
15719,A3NLK7LJ6KGYOS,3,3862 78 4766,447,7058
15720,A3NLW5OKL2FGMB,3,3312 8086 1645,2972,91
15721,A3NLYDAIZ79JZ5,7,5600 7074 7992 1656 2298 112 4870,3746,5415
15722,A3NLYQ9A58BXRO,12,2245 7650 8196 8568 10996 2702 10620 9783 133 173 177 8574,9122,8739
15723,A3NM1MT3Q2FHXV,20,11759 8975 8976 11817 11766 11774 11777 11767 11776 11801 11340 11698 11902 11898 11879 11901 11875 11881 11651 11878,11882,11907
15724,A3NMEF3MJ0A3PL,8,3817 4483 4887 6140 6226 6298 8630 497,3419,11781
15725,A3NMPL7RNPQ62J,3,1166 1302 4778,39,2554
15726,A3NMT0XES7THFR,15,1257 5524 5793 96 285 2709 3687 51 672 7074 9148 8885 7495 1280 4307,4372,5249
15727,A3NMZWBNVKTZGN,3,6302 7116 7121,10470,6310
15728,A3NN01SZPB842L,6,1682 10915 11595 534 3189 5249,9555,9956
15729,A3NNB7ZUWPBDJJ,4,1387 1398 1381 589,5908,11006
15730,A3NNEYLZJAIQ57,3,6834 8312 9171,4773,9094
15731,A3NNQRCHLJ6KC0,4,383 2557 5429 6984,8684,10631
15732,A3NO9NOCWLFAAJ,10,4152 4148 4151 5474 5510 6002 3888 8726 10373 4711,11805,11602
15733,A3NOBH42C7UI5M,12,4892 6434 7073 8726 10758 10163 3855 10373 11395 11351 11764 11762,11900,11877
15734,A3NOKFVFHEO87L,4,4638 7848 7853 5522,6915,9228
15735,A3NOQ2U0GFHU51,4,815 2734 2749 6400,10492,7293
15736,A3NP4EEPRL7T21,20,5193 5195 5201 5251 5713 7121 7423 7755 7756 7757 7938 8087 8148 8183 8242 8256 9355 9659 10150 10371,10820,11115
15737,A3NPETMZXGIG65,15,2269 7910 8686 10290 10386 10383 10809 10668 10812 8386 10373 10710 6140 5940 11652,11624,11985
15738,A3NPJBLPHVWEF6,4,304 7141 1882 8970,9528,10915
15739,A3NPO4ECDIMF92,3,2243 8582 1291,1730,5069
15740,A3NQ92P0GJRJZ3,4,3993 4520 7121 8167,8242,5673
15741,A3NQB1LZYFBGB0,3,4318 6116 7978,9780,9826
15742,A3NQHL0D2ODQQL,6,1879 4857 8598 8599 8705 8742,9186,7129
15743,A3NQKMEGS6D274,7,4627 5698 7963 8700 3415 1244 3414,3556,4184
15744,A3NQQCYU6JR65N,4,7116 8599 5630 8896,10122,2318
15745,A3NQYB44J5XN3T,4,2223 9675 6651 8996,2921,527
15746,A3NRTJBT7CGJTV,4,159 160 2637 6258,2948,2647
15747,A3NS13VBQS0HS8,13,2207 7809 1543 9132 9135 9136 9133 9975 2174 11526 11525 7209 8530,267,6840
15748,A3NS205YVCOXTU,3,9203 5691 7544,7978,5688
15749,A3NS2ZZYH6GOV1,3,7369 3313 9034,9755,8802
15750,A3NS41RDG6L7ZG,6,691 1179 1473 3011 4126 6804,4812,1986
15751,A3NSKYSWOKHWV0,3,7079 996 4387,6259,8558
15752,A3NSLQZTVCO7J6,3,2394 5243 89,7981,8276
15753,A3NSLW1M3469ST,3,281 8123 8124,9337,7598
15754,A3NSZX5NYUC9BK,5,4278 6302 7651 8476 8478,8479,11225
15755,A3NT30VSDHJ2MC,11,4762 5527 6179 7134 6972 8144 7060 148 158 476 6517,7189,4992
15756,A3NTD5HJSTXLQ2,13,717 982 1232 5597 6401 7294 7816 8568 427 438 4400 5145 6840,7215,73
15757,A3NTE3XLNFCCF9,3,3233 3336 4752,7371,6434
15758,A3NTE6U617M3RH,11,1822 4353 5206 6087 6310 939 2217 5196 6232 2174 3434,4665,938
15759,A3NUVRFGN7RO7T,4,1043 1597 3885 1971,6671,7399
15760,A3NV4MQ5HMSV0G,6,1402 2334 6853 768 1446 4366,5681,5848
15761,A3NV9TGNKHLTZH,10,2640 3275 3314 5097 10181 10439 10893 3383 10516 2523,8968,3974
15762,A3NVAI7G8ND2V9,3,5025 4020 7736,3072,3495
15763,A3NVCK3ATJ45GD,4,5349 436 4436 447,8026,8451
15764,A3NVJQ5U5HNDH0,3,2758 7816 3791,11569,11070
15765,A3NVTCOONNLNL0,7,8185 8186 6692 401 756 947 950,957,5810
15766,A3NVUUYGCD4UXA,3,2720 1314 5832,5160,1503
15767,A3NW38XPIGMLW4,6,3275 5216 6461 6362 6457 6465,6808,6466
15768,A3NWEZTP7AEEDY,3,5323 5631 7695,9665,10206
15769,A3NWJCFEKV69AJ,4,1916 3545 712 1108,6678,3701
15770,A3NWMK532EV42W,3,9582 9590 9724,2111,8561
15771,A3NWN21HH5CEWZ,3,3248 2329 4039,4040,4677
15772,A3NWQXUC2DMN3T,3,207 6594 8661,8662,9235
15773,A3NXOKJ2HEV7OU,3,1108 1919 3130,7134,8425
15774,A3NYJ93DFGW6SD,5,3218 3623 4986 8192 4998,11500,11503
15775,A3NYNI9Y5GZZ6F,4,3690 8283 10808 5521,9560,7325
15776,A3NYQQ9JOLVPY0,8,2089 3252 825 878 1349 2325 6697 8871,9071,9257
15777,A3NYUIJ1ATRS42,5,3111 641 2772 233 352,2243,3272
15778,A3NYW6UA5H4BHL,7,4810 5199 5522 5527 7976 8776 7436,10002,10608
15779,A3NYZ33D600YW3,7,7840 8842 2329 2665 3363 5595 7009,7766,2139
15780,A3NYZB4V55CZIM,12,236 683 2243 3174 4858 6250 1879 2948 10445 2008 1519 8935,2810,8060
15781,A3NZ0VO6YJ4TV8,4,8817 5181 9426 8792,9317,7423
15782,A3NZ6Y7Z9ELNGD,7,7856 769 2359 5901 7687 9192 11193,11522,5925
15783,A3NZT8HVWCPUWS,6,8091 412 5230 8035 9392 2986,9745,11670
15784,A3NZVCL9N8CLHB,10,8726 10505 3711 10567 916 10700 11183 10079 11897 11900,11930,12015
15785,A3O05WP3Y3GMC2,4,5787 5790 5793 8740,4335,4184
15786,A3O06P00YCVM4E,3,3338 3913 4000,3943,5973
15787,A3O0AX8316WH37,4,2148 2695 4502 7976,9839,10203
15788,A3O0BXK3SZ6FE0,11,1206 4625 1195 37 1338 1682 2931 6433 3178 5521 38,9,5358
15789,A3O0KFFPJVE44N,4,893 1414 7752 8619,9538,1346
15790,A3O0KKQBWVOFWY,3,1762 6225 8636,6434,11632
15791,A3O0LON7TCTHEG,3,1927 6453 3658,2793,4466
15792,A3O0N562BLZ4Y8,7,2301 310 1444 6258 2852 448 705,2519,5456
15793,A3O11NOSUIBF9C,3,2002 2202 2751,3331,4502
15794,A3O1EBM7V7MYM,12,1538 6401 2575 1262 5056 10250 9743 1570 10779 6385 11366 4833,7468,8826
15795,A3O1I9YJR8YWUX,3,916 10703 8203,3703,10373
15796,A3O1Q6T0QZVSGN,5,7976 7591 11750 3601 6722,5050,871
15797,A3O1WODEG8375J,5,2709 190 5344 6999 3396,5769,9497
15798,A3O22PG4MHDI4Y,3,603 1215 1167,1314,1356
15799,A3O27LZX41XD0B,5,9328 6952 7417 9759 10356,1346,6907
15800,A3O27SJDAU2UAG,3,3571 4184 5405,6434,9332
15801,A3O28YJBZG1Q0Q,8,6434 8514 8969 8970 8726 9882 3711 916,10388,10600
15802,A3O2KQH4ZL23UD,3,2576 4281 6397,3225,4603
15803,A3O2RIQOCDJKNB,4,6762 9559 10228 10630,6828,7848
15804,A3O30ZPF3NSEFV,3,4078 6877 7682,7504,9756
15805,A3O3MVMFVII7JI,13,6031 8131 465 2325 4184 9560 9660 10058 10153 11133 3225 5320 7038,4639,3540
15806,A3O3WQVKGDVB6D,3,1348 5235 9173,3310,7985
15807,A3O3XBUO044GRS,4,6726 7609 10504 5343,8399,9129
15808,A3O42HJPZF047M,6,7531 8714 8967 9835 10051 10631,10925,10215
15809,A3O46XXUSD6T1W,4,1715 3386 4501 8746,3292,9090
15810,A3O4I59A6VR9OK,3,9768 10054 10852,11292,11162
15811,A3O4J05CPH01Y,3,5208 7130 4241,8128,10847
15812,A3O4OUM9TSG9Q8,4,5208 6046 2227 5688,2647,7978
15813,A3O4OWHIPM4HZ1,5,7072 7785 7022 2691 3415,232,1030
15814,A3O5DL8R99WI8T,3,5243 9914 10379,11312,11752
15815,A3O5PCUAXYP2DQ,6,3066 3058 6901 2210 3060 10901,3297,1346
15816,A3O5UN3XJU5NJH,4,5042 5486 6401 7468,7645,11546
15817,A3O5UR6NHR4MRP,5,4995 5903 11322 8789 1794,9767,1213
15818,A3O5Z7KH0LB4BJ,4,5718 612 1065 2361,7233,9289
15819,A3O5ZBQSX75GS9,4,123 1227 238 1228,2195,9210
15820,A3O60C5513YYD6,6,4677 4678 5767 7674 7791 10537,11849,11944
15821,A3O62OXYDS44UX,6,10705 10704 5090 5089 11803 11805,11624,11622
15822,A3O6I3RATLZC31,6,5045 1611 2080 6041 9120 9049,9797,11814
15823,A3O6YUNLUC6LB8,5,6484 7981 7745 8858 6434,10247,1217
15824,A3O7GDDKLEZUJF,8,9455 8726 9724 2615 10751 10811 10373 8291,8975,11899
15825,A3O7RCSO97RII9,6,549 9831 9067 3404 6771 7216,10556,2986
15826,A3O7VC2HJ35XRY,17,2390 8179 9762 9791 10099 8651 7976 10162 10659 6409 10925 5431 7778 11240 4738 4244 7121,10361,10927
15827,A3O81KPH4EWXQE,3,11681 11442 11717,11536,11703
15828,A3O87D6M5Z7W3D,4,5269 6986 7334 7975,10001,10002
15829,A3O8865PP7P3B3,8,731 7966 5193 6059 6873 2045 238 4523,7270,165
15830,A3O8O1EMXIB3T9,3,11680 11717 11424,11839,11660
15831,A3O8S6NG2UHIJM,4,7840 9457 2111 8235,10571,10572
15832,A3O8XCQCRVQNQY,3,4040 660 3069,3540,11630
15833,A3O8XXC0JGYQJ9,3,8179 8968 7531,6096,7776
15834,A3O8Z6IZ0VU3BB,20,2336 2340 1635 3753 3560 4049 4051 2117 4677 4675 4651 5510 6113 7841 8969 3225 6346 9656 11498 11731,11810,11340
15835,A3O92969YOTTDG,6,5324 5330 5332 5806 2512 5191,9638,7121
15836,A3O9A7B0KJO88B,7,8561 10560 4484 8387 10916 1942 11514,11713,11613
15837,A3O9Q3154FPZLL,4,3906 5182 8967 2910,84,11152
15838,A3O9UBPWZAEYKA,3,8835 3117 3124,5545,9207
15839,A3OA0HGD9OTX4,4,219 2082 2084 3234,8516,9505
15840,A3OAMWFJV51FC5,4,222 2829 5165 5909,7883,2960
15841,A3OAZCV65QUV5M,7,5142 8122 8282 8288 8710 5487 6859,8970,2325
15842,A3OAZMCAG1B0Y5,3,2318 2624 5377,6329,11707
15843,A3OBI9T5SQ4GFR,11,302 2304 4224 6316 5600 6317 3169 3623 51 5899 4081,9356,10780
15844,A3OBYZ47820URY,5,7181 2002 1244 5199 8533,9921,9984
15845,A3OC42X7H74D1Y,7,4024 5293 10318 10669 10957 11810 11803,11761,11930
15846,A3OC93X866Z8TB,20,3701 9086 10773 10775 10708 10752 10690 11180 11054 8977 8978 11801 11235 11564 11802 11730 11911 11897 11698 11829,12005,11563
15847,A3OCRPXUD88ZNQ,3,4320 6432 6434,10362,5993
15848,A3OD3HNHVSYJCR,4,1669 859 2182 1988,7880,1374
15849,A3ODG7Y53Y04R9,3,9543 8154 426,3273,10957
15850,A3ODP9PJMK83RM,5,5337 8417 6409 10201 10162,9388,9873
15851,A3ODX50QZ0AN3U,3,2215 9393 619,1931,2534
15852,A3OE5XZ2CEHZQF,4,6905 7820 8715 10340,102,5935
15853,A3OE636ASOPGXB,6,3587 2920 4584 939 1905 8102,228,533
15854,A3OE8046KWT42B,10,2662 9587 916 3701 10537 1134 8729 10814 10710 11767,11768,11930
15855,A3OEAUIOVX7D7B,3,567 7806 7273,7883,11975
15856,A3OEJ6N10O4GMP,6,5208 8020 6072 576 6371 4466,2425,1212
15857,A3OEJRY9NPBUX,3,6400 10089 4101,5824,11424
15858,A3OFLY2LO2OEB9,5,849 4165 1556 6587 6593,6594,11301
15859,A3OGA76E22L5CU,5,63 4270 6857 6992 7691,10253,5420
15860,A3OGM9YE3L8OHN,3,10530 1189 4457,9059,9120
15861,A3OGPKKDFAOLK5,10,848 4036 5559 5943 10087 3243 7286 9205 2030 6191,10406,10634
15862,A3OGRDIILD96LA,4,447 5295 3196 8784,52,3693
15863,A3OGU79CV3295M,11,2999 2324 4295 267 8749 8618 9369 8046 9020 4560 4154,6530,544
15864,A3OH3G5VM3B5G8,3,1407 1475 2445,2452,4086
15865,A3OH40OUL0PF85,4,11661 12053 11790 11227,12065,11839
15866,A3OHMGD1YUVNSR,9,887 1275 1531 1646 4059 4491 4649 6706 8242,10059,10714
15867,A3OHN0JHXJ9BLA,4,4578 1082 5071 1036,1037,2515
15868,A3OHNOVAV1UOX3,5,1091 4036 5132 8642 8815,10353,10360
15869,A3OHRVM1B8U24K,3,2859 5537 3235,3923,8760
15870,A3OI2DW7TAE923,3,3379 1739 4572,11407,7242
15871,A3OIJYUJZTTOAK,3,7130 5798 165,3725,5480
15872,A3OIM8HNE1UYSS,12,6627 768 5600 7284 149 7255 3389 11372 5599 11516 3693 6010,7721,11520
15873,A3OIQ3T0OIKY66,20,9265 8729 9582 9587 9397 8726 9882 10527 5782 10317 10864 10563 10689 10709 10372 8291 8978 11800 11728 11780,11849,11535
15874,A3OJ6MQWX734NY,5,7832 6556 8339 815 5616,7849,9446
15875,A3OJAHOQKR1YO7,12,2882 5793 5786 6146 4464 3345 7767 9887 3835 5011 1801 2525,5929,4036
15876,A3OJE8ZDF1L61G,4,6205 925 1109 3770,7224,9498
15877,A3OJJ49VQ1H0MA,9,2835 1066 1951 3538 8106 784 7894 777 1020,9391,67
15878,A3OJO9T1RLIG36,8,1287 4150 693 2615 10809 10811 8975 8976,11707,12032
15879,A3OJU7DI0LY6GS,9,1778 6959 1999 6180 8968 2373 8123 8650 8823,10099,4479
15880,A3OJX18B60PJR9,20,6513 9594 9459 8643 10317 2619 4438 9249 10563 10689 9252 4566 8559 10696 10697 10699 10704 10706 10775 10569,10695,10570
15881,A3OJYP1JAIFHRG,6,165 726 4174 4631 7116 1204,234,4464
15882,A3OK0MJNLEQ0A1,3,3165 208 5343,6909,11691
15883,A3OK7MGXBAK4JM,3,7991 9738 9078,6808,7608
15884,A3OKIIKJG4F2E2,3,882 1184 7964,8967,10746
15885,A3OKM8PIKNEBVP,3,290 5824 4408,6342,10061
15886,A3OKW5VRXZG3OQ,3,207 1577 1710,3744,4365
15887,A3OL6NEK4AU68O,7,7116 4036 9099 282 2482 5181 4543,5527,9077
15888,A3OLAZKM77XR6P,5,843 181 3764 4018 4230,7032,7010
15889,A3OLEIU3XMUN8K,8,8371 8229 8645 8470 4947 5126 6877 9119,10035,8511
15890,A3OLG2Q2903109,4,5046 5094 5796 5818,8102,5599
15891,A3OLHVWUM98SVA,5,1669 859 4505 8137 4976,8335,7767
15892,A3OLLFE3OE95XU,13,190 8086 3904 7306 7848 10608 4464 6401 10552 10820 11367 4732 5521,8242,8478
15893,A3OLV0T5OQLLMW,4,234 2769 3121 5409,6884,7788
15894,A3OMOR0QCB74TM,4,378 11602 11764 11804,11806,11625
15895,A3OMR1Q0OGD614,4,3424 265 1509 3065,1506,9947
15896,A3OMRAMK2DW5QM,5,4259 4489 7046 8084 763,6612,7202
15897,A3OMXQQ9GVPCH6,4,6477 11284 7260 7425,7479,8242
15898,A3ONC6BCHCR1N7,5,558 4340 7412 4114 7417,9946,10335
15899,A3ONE2VJCDI5GZ,4,3369 8514 10386 854,10537,11590
15900,A3ONE3KKF4JRZI,13,4249 3774 3773 3414 384 5083 4826 5106 2243 8589 6348 2933 546,1933,7999
15901,A3ONX9ETCXJ4Z3,9,8135 8823 7531 8968 685 1212 1674 3086 8381,8123,10162
15902,A3OO4WIO4SKD55,20,2777 4058 3878 4040 4651 4724 6113 5894 10505 10199 3711 10807 10810 10569 10917 10843 11183 11781 11930 11780,11897,11896
15903,A3OO76VR18EFBW,5,2580 4520 6454 10944 6049,9883,2419
15904,A3OO8VHUGVNPY0,3,3207 8439 9365,5901,8540
15905,A3OOIWLW0Y01C2,4,7532 3980 6426 6049,4182,6434
15906,A3OOQH73VQ97VN,3,1449 1261 4058,10281,10282
15907,A3OOSRRV53HPY2,3,2054 6839 2927,4525,2115
15908,A3OOTESIT2LRKN,5,11025 3446 10166 438 3993,7848,8189
15909,A3OOZU8EHOSM2F,3,7040 438 3591,6045,8600
15910,A3OP6HJMA7SKDB,4,2647 3861 5655 6726,9151,11224
15911,A3OP6P7XPH49F5,4,6740 7533 8318 8319,8226,10133
15912,A3OPVTWOL57FCW,3,5292 777 2835,5071,6646
15913,A3OQ12GVSHYPSE,3,1190 1192 1196,1240,2565
15914,A3OQ4I8U6TYCVE,4,3599 376 4060 3770,7820,2647
15915,A3OQNWCOITZSSH,20,7131 3817 6744 40 5522 148 410 495 2647 2060 2166 8642 9253 10028 10162 10164 10166 4656 8102 9743,10013,10956
15916,A3OR6W6PPKNIV0,3,4267 5531 4464,4762,8895
15917,A3ORJHSG21TLMD,7,1066 777 1951 1971 783 1041 2400,5071,431
15918,A3ORV1QBL4K9U1,4,8729 5089 10372 11731,11779,11926
15919,A3OS1SO09S3WRJ,11,333 1377 2135 2567 5145 6886 4697 7772 8311 3622 232,2318,2501
15920,A3OS5ADQV1X5SP,4,6245 7345 6485 6481,6246,6613
15921,A3OS764OS57AT3,3,5039 5711 7753,7758,4507
15922,A3OSSZXMJ7FPEU,9,1136 5382 6191 1735 3312 6000 6921 2552 1220,5681,6538
15923,A3OTHWG8LLCLMU,8,916 1880 2571 3847 3838 6612 5002 2586,6705,5236
15924,A3OTIR56OYMEIL,7,2027 2647 5039 5521 9717 3173 6273,2704,176
15925,A3OU7GU2YAPRD4,4,4691 5550 5552 6598,9875,10683
15926,A3OUN4GTYQP8X7,5,3192 525 7675 9001 5260,1327,7773
15927,A3OUN7W917RXX6,3,1712 1356 2456,4184,9771
