item_id,asin,item_text,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
260,B00013TQRE,"Rogaine for Women Hair Regrowth Treatment 3- 2 ounce bottles Rogaine What's your secret to thick, healthy-looking hair? ",-0.008466,0.025764,0.038971,0.011886,-0.012859,0.022383,0.006222,0.010879,-0.027202,-0.041134,0.006493,-0.001795,-0.002626,-0.003357,-0.006251,0.004331
261,B00013YYS0,Burt's Bees - Cuticle Creme Lemon Butter - 0.6 oz. Burt&#39;s Bees Burt's Bees Lemon Butter Cuticle Cream.0.60 oz / 17 g,0.040046,0.007604,-0.001136,0.024976,-0.008761,-0.012596,-0.003812,0.005393,-0.041345,-0.001792,0.021446,0.001327,0.003277,-0.020612,0.003714,-0.074126
262,B00013YZ7U,Dr. Bronner's Almond Soap 32oz Dr. Bronner Dr. Bronners Almond 32oz OLAL32 Soaps Beauty Bath & Body Cleansers,0.053946,-0.002297,0.002251,0.043354,-0.011214,0.008561,0.016569,0.003838,-0.021862,-0.028922,0.02949,-0.018116,-0.008106,-0.004951,0.009247,-0.055803
263,B00013Z15A,Burt's Bees Day Creme Carrot Nutritive -- 2 fl oz Burt&#39;s Bees Carrot Nutritive Day Creme by Burt's Bees 2 oz Cream W,0.015228,0.016482,0.023551,0.022203,-0.028523,0.005175,0.00428,-0.017695,-0.027611,-0.017618,0.035893,-0.011513,-0.005367,-0.004414,-0.013905,-0.044172
264,B000141O6E,"Redken Extreme Anti-Snap Leave-in Treatment, 8.5 Ounce Redken Redken extreme anti-snap leave-in treatment for distressed",0.019022,0.009618,0.017,0.016711,-0.035647,-0.003236,-0.005928,0.021028,-0.002395,0.000897,0.015758,-0.005238,0.002715,0.005473,-0.012146,-0.032943
265,B000142AZ8,"Bain de Soleil Mega Tan Sunscreen Lotion With Self Tanner, SPF 4 - 4 fl oz Bain De Soleil Bain de Soleil&reg; Mega Tan&r",-0.004658,0.025987,0.00305,0.015583,-0.01876,-0.002766,-0.016237,0.005495,-0.046959,-0.011373,0.009971,-0.015294,-0.020844,0.014988,-0.018094,-0.024576
266,B000142C1A,"Essie Nail Polish Marshmallow, .5 Ounce Essie These high-quality nail polishes were vote the ""Best Overall Nail Polish L",0.016705,0.035669,-0.006535,0.039069,-0.034356,-0.022081,0.002515,0.007322,-0.061145,0.024524,-0.014265,0.027553,-0.005624,-0.015368,0.013328,-0.046014
267,B000142FVW,"Opi Nail Lacquer, Not So Bora Pink, 0.5 Fluid Ounce OPI A rich, creamy pink with an exotic twist. Whenever you find your",0.046773,0.028811,-0.009852,0.01761,-0.024465,-0.01548,-0.02786,0.027177,-0.041163,0.00544,-0.026997,0.028812,0.006856,0.013051,0.000884,-0.044583
268,B000142JDG,"Roux Fanci-Full Mousse, 18 Spun Sand, 6 Fluid Ounce Roux This Roux fanci-full mousse is a rich temporary color for light",0.018769,0.016715,0.02275,0.022187,-0.042529,-0.010717,-0.002782,0.018311,-0.032442,-0.017191,0.019973,0.013718,-0.014417,-0.00305,0.0197,-0.026149
269,B000142KZ8,Pretty Nails Instant Polish Remover Regular Pretty Nails Helps Retain Moisture and Adds Strength and Resiliency for More,0.043341,0.048287,0.037718,0.020729,-0.044468,-0.037021,-0.009158,0.02018,-0.066257,0.044064,0.005541,0.023333,-0.016936,0.016973,-0.004881,-0.01861
270,B000142MGA,Fran Wilson Eye Tees Precision Makeup Applicators 80 Cotton Swabs Fran Wilson Buy Fran Wilson Makeup Brushes & Applicato,0.057751,0.008778,0.011578,0.039382,-0.007941,0.007019,0.026759,0.001529,-0.035165,0.024826,-0.00429,0.01254,0.013513,-0.014101,-0.008922,-0.034887
271,B000142NDC,"Bigen Permanent Powder Hair Color, Dark Chestnut, .21 Ounce Bigen Bigen permanent powder hair color is ideal for those l",0.028045,0.011343,-0.00899,0.007516,-0.055659,-0.022941,-0.018495,0.026875,-0.040991,-0.031802,0.010365,0.007947,-0.017431,0.009241,0.001627,-0.044322
272,B000142OZY,"Aphogee Conditioner Pro-Vitamin Leave-In 8 oz. Aphogee Apply to wet or dry hair without rinsing. This deep penetrating, ",0.018455,0.010813,0.002089,0.029068,-0.025247,-0.009425,-0.02239,0.001339,-0.026491,-0.017397,0.016389,-0.03151,-0.008704,-0.005736,-7.6e-05,-0.026468
273,B000142P12,ApHogee Keratin and Green Tea Restructurizer 8 fl. oz Aphogee ApHogee Keratin and Green Tea Restructurizer is the first ,0.026245,0.016049,0.027039,0.033846,-0.019553,-0.0247,0.003021,0.005409,-0.039687,0.002537,0.013247,-0.005151,0.009788,-0.011502,0.000499,-0.01461
274,B000142PUS,"Clairol Professional Beautiful Collection Semi-permanent Hair Color, Light Reddish Brown Clairol Get an indulgent color ",0.009535,0.0027,0.014842,0.016783,-0.049216,0.000626,-0.015307,0.026712,-0.038678,-0.014613,0.012662,0.009071,-0.038964,-0.007813,0.009471,-0.02656
275,B000142Q6G,"Colora Henna Veg-Hair Chestnut 2oz Colora Henna Natural Organic Haircolor, Conditioner & Thickener With Plants, Water An",0.008522,-0.000858,0.01976,0.012037,-0.035153,-0.00901,-0.0104,0.023385,-0.037669,-0.003226,0.018964,-0.01321,-0.031782,-0.013306,0.010708,-0.02061
276,B000142TU4,Sally Hansen Polish Remover 8 oz. Strengthening Sally Hansen Strengthening Nail Polish Remover is formulated to help sof,0.031647,0.029182,0.012628,0.022684,-0.036219,-0.011588,-0.000696,0.00633,-0.048092,0.024366,-0.006778,-0.014997,-0.006886,0.001869,-0.007528,-0.016031
277,B000142U9E,"Fantasia High Potency IC Hair Polisher Styling Gel, with Sparkle Lites, 16 oz. Fantasia Aloe vitamins & wheat protein. T",0.031791,0.010645,0.010645,0.034761,-0.042944,-0.015718,-0.007373,0.007126,-0.05567,-0.032049,0.031251,-0.018997,-0.006315,-0.026999,0.002328,-0.035166
278,B000142ZFS,Super Nail Polish Thinner 4oz Super Nail Keeps nail polish consistently smooth for perfect application.Excellent for kee,0.029856,0.053476,0.019666,0.032939,-0.036879,-0.01268,-0.012265,0.014514,-0.081319,0.036301,0.005723,0.005167,-0.015614,0.031906,-0.023094,-0.040647
279,B0001431AG,"Fran Wilson Cake Eyeliner, Black, 0.09 Ounce Fran Wilson This is the formula professional make-up artists use. Makeup Be",0.013296,0.021783,0.031677,0.047686,-0.022067,-0.017507,0.036565,0.039646,-0.066119,0.043709,-0.018423,-0.013287,-0.001883,0.038432,-0.008005,-0.049691
280,B0001432S2,"OPI Natural Nail Strengthener Treatment, 0.5-Fluid Ounce OPI Builds in layers of protection on natural nails. helps natu",0.02865,0.023474,0.015693,0.028719,-0.03276,-0.00043,-0.018892,0.022076,-0.041227,0.012892,0.004635,0.009155,0.008466,0.005432,0.00215,-0.012465
281,B0001433OU,"OPI Nail Lacquer, Pirates of The Caribbean Collection, Stranger Tides, 0.5 Fluid Ounce OPI The Pirates of the Caribbean ",0.045527,0.035114,0.010981,0.019938,-0.022624,-0.00037,0.004984,0.014209,-0.045959,-0.004378,-0.022581,0.022958,0.024926,0.008259,0.00058,-0.032647
282,B0001433VI,"OPI Start-to-finish Base Coat, Top Coat and Nail Strengthener, 0.5-Fluid Ounce OPI Start-to-finish is a breakthrough, th",0.02859,0.034844,0.019395,0.018078,-0.026768,-0.010082,-0.015513,0.029888,-0.044767,-0.001552,-0.009596,-0.006919,-0.001958,0.004425,-0.002558,-0.027304
283,B000143AY8,Fran Wilson Yellow Mood Matcher Fran Wilson The original MoodMatcher Lip Care Stick with SPF 6 combines Long Lasting 12 ,0.016767,0.03923,0.019601,0.02336,-0.024842,-6.7e-05,-0.007855,0.019906,-0.059415,0.015089,0.021847,0.003537,-0.028974,0.020121,0.016834,-0.03655
284,B000143CFA,Andrea Eyelash Adhesive: Clear Andrea Andrea Eyelash Adhesive: Clear. For sensational looking eyes get Andrea Eyelash Ad,0.021265,0.035904,0.034749,0.056444,-0.044465,-0.027086,0.018591,-0.004039,-0.045877,0.040116,0.000392,-0.019372,-0.009478,-0.011057,0.000475,-0.031065
285,B000143K2A,"Mane 'n Tail Deep Moisturizing Conditioner Mane &#39;n Tail For shiny, healthy hair fortified with essential vitamins an",0.029172,0.010287,0.01906,0.027121,-0.02991,-0.016814,-0.011679,0.000229,-0.026276,-0.000656,0.030701,-0.004527,-0.001548,0.016809,0.024156,-0.035252
286,B000143O7G,"Instant Peel Natural Dead Skin Remover Instant Peel Instantly peels away dead skin, sebum and impurities to uncover fres",0.024818,0.013292,0.029997,0.012741,-0.041841,0.012897,0.002457,0.023673,-0.043461,-0.027375,-0.003296,-0.005973,0.002244,-0.01131,-0.013249,-0.028873
287,B000146L62,Cassia Clove 100% Pure &amp; Natural Aromatherapy Herbal Soap- 4 oz (113g) Plantlife Our soaps are made the old-fashione,0.033254,-0.013742,0.00695,0.025321,-0.010287,-0.013889,0.015059,0.017662,-0.01887,-0.014562,0.02462,-0.011035,0.004317,-0.029643,0.009007,-0.053902
288,B000146LKS,Patchouli 100% Pure &amp; Natural Aromatherapy Herbal Soap- 4 oz (113g) Plantlife Our soaps are made the old-fashioned w,0.02848,-0.016276,0.007002,0.024703,-0.003586,-0.013013,0.017905,0.016358,-0.01071,-0.010961,0.025476,-0.007054,-0.001429,-0.027426,0.005036,-0.056981
289,B00014D138,"Jason Pure Natural Moisturizing Creme, Anti-Aging Tea Time, 4 Ounce Jason Natural In 1959, a group of independent thinke",0.023451,0.009191,-0.002435,0.029854,-0.028803,-0.00457,0.008197,-0.010891,-0.012981,-0.025427,0.009885,-0.006938,-0.012692,-0.003152,0.003283,-0.036569
290,B00014D1OW,Lemon Clarifying Shampoo 11 Ounces Avalon Organics Shampoo - Lemon by Avalon Organics 11 oz Liquid Lemon Clarifying Sham,0.025238,0.026453,0.008941,0.028527,-0.053842,-0.003074,-0.001035,0.001054,-0.028596,-0.026732,0.018217,-0.011686,-0.000264,-0.016414,-0.003693,-0.035506
291,B00014D322,"MillCreek - Biotin Shampoo, 16 fl oz gel Mill Creek Biotin Shampoo  BENEFITS: : This shampoo combines biotin with kerati",0.050889,-0.011221,-0.00401,0.036947,-0.021331,-0.025367,-0.024533,-0.005767,-0.033439,-0.020582,0.00707,0.001084,-0.02582,-0.031414,0.006541,-0.029016
292,B00014D5O8,"Burt's Bees Hand Salve, 3 oz Tin Burt&#39;s Bees If you have rough, dry hands, Burt&#x2019;s Bees Hand Salve knows how t",0.040839,0.021302,0.003728,0.008335,0.011292,0.002178,0.004098,0.022167,-0.021405,-0.02636,0.018412,-0.022771,0.006563,0.00041,-0.003407,-0.041616
293,B00014DGCO,"Plantlife Lavender 100% Pure Essential Oil - Bulgarian - 10 ml Plantlife Balancing, soothing, clarifying, normalizing ar",0.032014,0.032184,0.008946,0.041573,-0.04596,0.010661,-0.00266,0.001418,-0.035387,-0.008438,0.001478,-0.013136,0.009454,-0.019098,0.026527,-0.01887
294,B00014DIKE,"Burt's Bees Therapeutic Bath Crystals, 1 Pound Burt&#39;s Bees After a long day, it&#x2019;s time to soak up the goodnes",0.031504,0.032438,0.009221,0.016832,0.000423,-0.00441,0.010285,0.018709,-0.02246,-0.0206,0.00381,-0.015716,-0.000539,0.00551,0.002813,-0.051366
295,B00014DKKC,"Burt's Bees Lemon &amp; Vitamin E Bath &amp; Body Oil, 4 Fluid Ounce Burt&#39;s Bees Sunny with a chance of happiness. L",0.033913,0.037359,0.014405,0.027074,-0.009499,-0.018114,-0.00484,0.002149,-0.022247,-0.021327,0.019172,-0.013848,0.006486,0.005799,0.007009,-0.050702
296,B00014DM5K,Facial Toner &amp; Freshener-Aloe Vera Earth Science 8 oz Liquid Earth Science Facial Toner Freshener-Aloe Vera by Earth,0.00392,0.025577,0.016877,0.038844,-0.029449,0.008735,-0.016623,0.001085,-0.015439,-0.03324,0.013768,-0.010744,-0.000425,-0.023583,-0.019578,-0.040582
297,B00014DMQE,Reviva Labs 10% Glycolic Acid Cream -- 1.5 oz Reviva 10% Glycolic Acid Night Cream by Reviva - 1.5 Ounces Face Beauty Tr,0.052637,0.006401,0.020393,0.042597,0.00438,0.011762,-0.007578,0.001929,-0.025344,0.010505,0.004772,0.010905,0.015368,-0.019635,-0.054943,-0.053617
298,B00014DMRI,"Aubrey Organics - Natural Mist Herbal Hairspray (Regular Hold), 8 fl oz spray Aubrey Organics Herbal gums hold hair soft",0.018829,0.017436,0.005419,0.027547,-0.021513,-0.003673,-0.010455,-0.005207,-0.029745,-0.032217,0.00258,-0.020421,0.005016,-0.00456,0.004749,-0.016452
299,B00014DMUA,Moisturizer-Daily Essential Jojoba/Aloe Desert Essence 4 oz Cream Moisturizer-Daily Essential Jojoba Aloe by Desert Esse,0.034037,0.018214,0.021398,0.042788,-0.022928,-0.002637,0.005541,0.014451,-0.0264,-0.004568,0.03214,-0.006303,0.007776,-0.00408,0.003159,-0.046842
