item_id,asin,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,pc_12,pc_13,pc_14,pc_15,pc_16,pc_17,pc_18,pc_19,pc_20,pc_21,pc_22,pc_23,pc_24,pc_25,pc_26,pc_27,pc_28,pc_29,pc_30,pc_31,pc_32,pc_33,pc_34,pc_35,pc_36,pc_37,pc_38,pc_39,pc_40,pc_41,pc_42,pc_43,pc_44,pc_45,pc_46,pc_47,pc_48,pc_49,pc_50
9778,B0084A5QUM,-0.00254,0.164,-0.12192,0.09919,0.12442,0.07895,-0.20347,-0.21832,-0.06235,0.03635,-0.03312,0.01857,0.15509,-0.14574,-0.10784,0.02768,-0.03843,-0.17518,-0.01688,-0.02414,-0.03242,0.05558,0.09189,-0.1228,-0.12267,0.03367,0.00741,0.04892,-0.03835,-0.00989,0.01394,-0.02234,-0.04072,0.03066,0.01786,-0.03834,-0.00118,-0.02375,0.02868,0.07832,0.03485,-0.0903,-0.05503,-0.02784,-0.08121,-0.00655,0.02427,-0.02489,-0.01519,0.0089
9779,B0084BPHRI,0.05108,-0.4326,0.06322,-0.26271,-0.08688,0.16842,-0.04331,0.08761,0.12502,0.06876,0.04153,0.05426,0.04325,-0.01983,0.23742,0.01092,-0.0415,0.02742,-0.03321,0.06758,-0.01752,0.03442,0.13201,-0.0175,-0.06323,-0.01154,0.04923,0.10078,-0.06054,0.00878,-0.11445,-0.02176,-0.01028,-0.02068,0.01039,-0.00977,0.00662,0.01804,-0.00062,-0.10018,0.08243,0.07947,0.01297,-0.0494,0.0387,0.01724,0.00862,-0.02005,-0.0239,0.01121
9780,B0084BPHY6,-0.10895,-0.41555,0.18306,-0.15939,-0.07657,0.14318,-0.0075,0.01462,0.13542,-0.05058,0.05919,0.13662,0.00612,-0.05158,0.06132,-0.06011,-0.04392,-0.09762,0.13979,0.01563,0.01128,-0.00344,0.08921,-0.03006,0.02995,-0.04449,-0.05853,0.0403,0.07182,-0.08862,0.04313,-0.03605,-0.06625,0.03407,0.03558,0.01656,-0.00112,-0.02495,0.00682,-0.08856,0.04556,0.01618,0.09497,0.01372,0.00597,-0.01463,-0.0048,-0.0161,-0.05087,0.02887
9781,B0084ETOFG,0.28951,0.03909,0.08559,0.02728,0.01455,0.15073,0.12548,0.074,-0.0046,-0.11977,0.02223,-0.04837,-0.09254,0.07012,-0.03559,-0.00755,-0.00244,0.07398,-0.05325,-0.03552,-0.02187,-0.06468,0.12827,-0.02198,-0.05339,0.11031,-0.09141,-0.07482,-0.06862,0.0371,0.07686,-0.01597,0.05318,-0.01652,-0.05913,-0.04076,0.07389,-0.02031,0.08036,0.00847,0.11924,0.00196,-0.08398,-0.02056,0.0813,0.02261,0.00213,-0.02558,0.01332,-0.01742
9782,B0084FDSYI,-0.40034,0.38916,0.12044,0.04214,0.0141,0.10765,0.1202,-0.17033,0.00656,0.19914,0.03943,-0.11036,0.08296,0.08292,-0.10328,-0.03507,0.21517,0.00084,0.12858,-0.01588,-0.05914,0.04753,0.06474,0.04607,-0.03,0.01601,-0.02412,0.03544,0.03795,0.07008,0.02215,0.07029,-0.07354,-0.00821,0.03498,0.02376,-0.02459,-0.03288,0.03512,0.1074,0.00794,-0.02865,0.03475,0.00588,0.0223,-0.00553,-0.0181,-0.03223,-0.01207,-0.01247
9783,B0084FIET2,-0.20127,0.03414,-0.35791,0.27116,-0.07537,0.01736,0.06043,-0.05304,0.01422,-0.09839,-0.07463,0.0326,0.03194,0.04822,-0.00105,-0.03493,0.01806,0.04095,-0.01911,-0.00619,-0.06749,0.0554,0.02523,-0.00746,-0.09922,-0.07648,-0.08358,0.06983,-0.00393,0.00952,0.04424,0.07185,-0.01122,0.02409,0.0638,-0.01407,0.05214,0.03418,0.04168,-0.09154,-0.0738,0.06904,-0.04537,0.06798,0.02745,-0.0633,0.01567,0.10385,-0.0841,-0.01459
9784,B0084HCIHY,0.07465,-0.2703,0.38599,0.0388,0.08547,0.09686,-0.10923,-0.06711,0.0993,-0.10029,0.08215,0.05837,-0.16256,0.16589,-0.26925,0.0154,-0.03829,0.18273,0.01831,0.07835,0.06098,-0.06709,-0.15601,-0.01907,-0.30789,0.193,-0.06687,0.05819,0.00619,-0.11471,-0.17891,-0.04346,0.03489,-0.04782,-0.06827,0.05509,0.0249,0.08929,-0.09272,0.08916,0.12758,-0.06191,0.07634,0.00251,0.09596,-0.09419,0.12756,0.04847,-0.0496,-0.00395
9785,B0084OCSAE,0.04685,-0.26592,-0.31845,-0.04553,0.10519,0.07865,-0.07816,0.20128,-0.00141,0.13245,0.14152,0.02168,0.11605,-0.00721,-0.06655,0.03709,0.01827,0.093,-0.03437,-0.0379,0.06652,-0.03851,-0.03372,-0.02582,-0.04925,0.06016,-0.05163,-0.05926,-0.01587,0.13547,0.12564,-0.05564,-0.03053,-0.03557,0.02383,0.07433,-0.00761,-0.00777,0.04826,-0.02755,-0.06926,-0.00706,-0.06541,0.02532,-0.02734,-0.0188,0.0239,-0.00083,0.01456,-0.01478
9786,B0084PXVX6,0.09243,-0.29298,0.38661,0.03007,0.06522,0.09662,-0.13555,-0.07376,0.15189,-0.05832,0.09151,-0.00592,-0.09916,0.1734,-0.20166,-0.00355,-0.01272,0.21734,0.00728,0.03322,0.00935,-0.08385,-0.14511,-0.02735,-0.28612,0.16991,-0.1091,0.01706,-0.01451,-0.12217,-0.18626,0.03193,0.04797,-0.07334,-0.07411,0.09775,0.0042,0.03405,-0.05051,0.10781,0.13225,-0.10946,0.08552,-0.00185,0.11131,-0.09195,0.0799,0.0886,-0.05209,-0.02293
9787,B0084QNDWO,0.33045,0.00795,0.1224,-0.08915,-0.13553,0.24692,0.04919,-1e-04,-0.09399,0.06381,0.09321,-0.10088,-0.01479,0.04317,0.10755,0.10306,0.0645,0.0326,-0.05408,0.01065,-0.02496,-0.12314,-0.18559,0.05688,0.00573,-0.05594,-0.01155,0.10157,0.09648,0.03268,0.00408,0.01256,0.00242,0.04346,0.01541,0.01348,-0.03976,-0.03723,-0.06766,-0.03254,0.00477,-0.10163,-0.00142,-0.00749,-0.02456,-0.02639,0.02031,0.02097,-0.01699,-0.02208
9788,B0084SSLVK,0.2864,0.08057,0.1717,-0.05667,-0.01946,0.32867,-0.10802,-0.09406,-0.08677,0.00087,0.06058,-0.09123,0.12162,0.01022,-0.03661,0.04854,0.02625,-0.04964,-0.00554,0.03484,-0.0395,0.0539,-0.08237,-0.01336,-0.05897,0.02915,0.07628,0.04417,-0.04958,0.03813,0.04556,0.08006,0.09136,0.00538,0.02948,-0.05325,-0.02781,0.04045,-0.00369,0.02613,-0.00655,-0.00881,0.03802,-0.00176,0.02358,-0.00602,0.04911,-0.01375,-0.06621,-0.01726
9789,B0084T82A4,0.11228,0.22247,-0.03201,-0.18097,0.10864,0.30633,-0.09693,-0.08521,-0.15474,0.07199,-0.07448,0.01231,0.13124,-0.01737,-0.08228,0.01316,0.04564,-0.01792,0.00713,0.0459,-0.02652,0.11965,0.01719,-0.01085,-0.00341,0.0272,-0.00745,0.04826,0.08016,0.04917,0.03995,0.11567,0.04787,-0.00785,0.04953,-0.03188,-0.02137,0.03696,0.02667,0.02044,-0.02069,-0.01104,-0.01642,0.00505,-0.0183,0.0252,0.0325,-0.01701,-0.01932,0.00287
9790,B0084Y1LFM,0.14121,0.18738,0.03389,-0.15118,0.0791,0.13272,0.16437,0.13469,-0.00521,-0.15075,0.03556,-0.0422,-0.02384,0.08428,-0.03003,-0.03578,-0.07631,0.02462,0.12326,-0.08369,-0.04886,-0.04365,0.03699,0.05111,-0.02352,-0.07671,0.00205,0.00736,-0.03839,-0.01122,-0.05554,-0.03768,0.00225,0.03904,-0.02692,-0.02499,-0.06812,0.04861,-0.06578,0.061,-0.02056,-0.04983,0.04857,-0.02517,-0.02097,-0.04707,-0.02283,0.03819,-0.03622,0.0081
9791,B0084YYW2Q,-0.12862,-0.43234,0.08359,-0.17834,0.0499,0.1439,0.0219,-0.02191,0.02471,0.03218,0.08314,0.1429,0.04941,-0.00476,-0.01095,-0.12452,-0.00853,-0.16571,0.09009,0.05272,-0.05042,-0.018,0.07528,-0.02618,0.14142,-0.02608,-0.00763,0.08386,-0.00812,-0.02962,-0.00466,-0.07653,-0.04008,0.04727,0.00504,-0.05281,-0.01631,-0.00643,-0.01923,0.00474,-0.02129,-0.00723,0.04581,0.00344,-0.01386,0.00452,0.01304,-0.0181,-0.00601,-0.05482
9792,B00852D7AK,-0.45268,-0.24631,-0.05304,0.36119,0.06665,0.03769,-0.12371,0.23298,-0.18426,0.07032,-0.08337,0.24752,0.00211,-0.05971,0.01621,-0.05483,-0.00402,-0.03913,-0.01065,-0.06635,0.0351,-0.04091,-0.10442,0.14726,-0.10486,0.17563,0.00567,-0.03652,-0.06822,0.0585,0.00989,0.04569,-0.01612,-0.0397,-0.03899,-0.16944,-0.04401,0.02677,0.01194,0.00744,-0.00223,0.04167,0.07729,-0.04621,-0.06529,0.00545,-0.02081,-0.07405,-0.00187,-0.0239
9793,B00852F7YY,-0.5267,-0.17811,-0.06336,0.28204,0.1844,0.06645,-0.16059,0.12357,-0.03954,0.09331,-0.03735,0.19866,0.03314,0.05758,0.06298,-0.02297,-0.0293,-0.07783,0.0079,-0.0768,-0.05599,-0.0417,-0.0708,0.19187,-0.06062,0.13722,-0.07723,-0.08597,-0.13262,0.11464,0.01439,0.06243,-0.04809,-0.00149,-0.05661,-0.10796,-0.0205,-0.00266,-0.05252,-0.08204,-0.01882,0.02305,0.01915,-0.0013,-0.03984,-0.05425,-0.0248,-0.08966,-0.00961,0.08597
9794,B00852IFWK,-0.51744,-0.28666,-0.16214,0.33761,0.04807,0.12972,-0.1589,0.247,-0.112,0.03551,0.01392,0.02647,0.0394,-0.02426,-0.02554,-0.03963,0.10013,0.04582,-0.02196,0.02803,0.13656,-0.07271,-0.02832,0.04175,-0.13122,0.04634,0.11258,0.12674,0.00577,-0.0033,-0.02777,-0.03943,0.07241,-0.05978,-0.05086,0.01048,0.0316,-0.00446,0.00036,0.06757,0.06143,0.06488,0.04822,0.03725,0.06092,-0.03433,-0.01678,-0.0486,0.05799,-0.00526
9795,B00852JKK6,0.03665,-0.23396,-0.3206,0.13417,0.06703,-0.06592,0.09023,0.20692,-0.08524,-0.02263,0.02824,-0.01158,-0.092,-0.09471,-0.20436,-0.01332,0.05086,-0.00482,0.06344,0.08335,-0.01126,-0.00936,-0.05343,0.04351,0.02596,0.07329,0.00944,0.05903,-0.00653,0.02582,0.03664,0.00268,0.01057,0.00802,-0.03181,-0.03178,-0.01876,-0.0144,-0.01172,-0.01959,-0.0275,0.00895,0.01405,0.00556,-0.00541,-0.01818,-0.036,-0.0059,0.00359,-0.0327
9796,B00852JRVI,-0.5059,-0.23278,-0.03387,0.35908,0.06883,0.04141,-0.14263,0.24407,-0.22735,0.0165,-0.13742,0.20526,-0.04083,-0.07132,0.0218,-0.04335,0.03139,-0.05136,-0.02601,-0.0794,0.12821,-0.06506,-0.07133,0.1618,-0.04307,0.10038,0.04983,0.00071,-0.03064,0.08954,0.06627,0.03488,0.02393,0.07544,-0.04385,-0.06339,0.03275,0.09187,-0.00899,0.01225,0.03397,0.00848,0.07127,0.02319,-0.07347,0.04431,-0.05128,0.01928,-0.00719,-0.05731
9797,B008532DIG,0.15249,-0.05305,-0.08567,-0.21045,0.21364,0.03469,-0.04422,0.1349,0.02319,-0.16375,-0.08333,-0.04884,-0.11889,0.03641,-0.14585,0.10087,-0.12207,-0.05604,-0.07017,-0.04808,0.01526,-0.02235,-0.10839,-0.10773,0.01298,-0.04545,-0.0524,0.02492,0.0181,0.02286,0.01432,-0.09089,-0.04903,0.01238,0.09535,0.01895,-0.00486,-0.01269,-0.0217,0.0618,-0.01294,0.02392,0.00659,0.00912,-0.02415,-0.02224,0.04081,-0.05714,-0.01303,-0.00902
9798,B008532S7W,-0.03254,-0.18043,-0.31614,0.08427,-0.05114,0.13577,0.02172,-0.18879,0.03949,-0.09216,0.02292,-0.05909,-0.02792,0.01313,0.02353,-0.03145,-0.1091,0.06449,0.0028,0.08719,-0.01952,0.01003,-0.00936,-0.04005,-0.04117,0.00456,0.0355,0.05261,-0.05842,0.02845,0.09599,0.01175,0.01252,0.09444,-0.07631,-0.0024,-0.00899,-0.00954,-0.04039,0.0554,-0.02162,-0.03538,0.03369,-0.02636,0.00937,0.0327,0.02045,0.03352,0.01071,-0.01844
9799,B008532UV6,-0.04134,-0.19896,-0.3608,0.12352,-0.05572,0.09457,0.08185,-0.14694,-0.01003,-0.0762,-0.04526,-0.04763,-0.0897,0.04978,0.02076,-0.05085,-0.12546,0.03754,0.00322,0.14095,-0.04825,0.00852,0.02134,-0.07034,-0.05313,-0.06312,0.07458,0.03417,-0.01729,0.03861,0.0734,0.01759,0.00035,0.07356,-0.07245,0.01524,-0.0085,0.01864,-0.05379,0.08202,0.02079,0.03946,-0.03346,-0.03949,0.00658,0.03279,0.00245,0.03743,-0.04064,0.00727
9800,B008533SJ4,0.16297,-0.05967,-0.06577,-0.18956,0.19175,0.01776,-0.04064,0.13584,0.03637,-0.1651,-0.07206,-0.07731,-0.11022,0.04893,-0.14224,0.10136,-0.10847,-0.05477,-0.06788,-0.0537,0.00772,-0.02542,-0.12139,-0.11485,0.00852,-0.05356,-0.03689,0.02077,0.03264,0.00354,0.02082,-0.09163,-0.05795,0.01214,0.08958,0.02735,-0.01174,-0.01502,-0.02237,0.06074,-0.0241,0.02152,0.02328,0.01125,-0.03162,-0.01887,0.05812,-0.04856,-0.02561,-0.00035
9801,B00853EKAK,0.0233,-0.00591,-0.24348,0.16728,-0.06902,0.12216,0.12108,-0.07912,-0.03174,-0.14339,-0.05228,-0.0189,-0.06713,0.03098,0.02637,-0.06532,0.03255,0.03798,0.0036,-0.01944,0.00061,-0.03918,0.04072,-0.0045,-0.0544,0.03916,-0.04353,0.05348,-0.0668,-0.0736,0.07708,-0.03827,-0.00396,-0.01963,-0.02234,-0.00235,0.01918,0.0218,0.02412,-0.02162,-0.00714,-0.00514,-0.0074,0.00735,0.00081,-0.05199,-0.01885,0.02183,-0.02041,0.0197
9802,B00853EKYG,0.04486,-0.01536,-0.25692,0.08208,-0.09678,0.16991,0.10268,-0.12049,-0.11191,-0.05264,-0.03907,0.01972,-0.08257,-0.03133,0.05632,-0.00456,-0.0563,-0.01603,0.04518,-0.03646,0.06308,-0.07108,0.00809,-0.04146,0.06742,-0.03078,0.0497,0.04721,-0.14015,-0.02522,0.01748,0.05998,-0.01353,-0.01006,-0.02048,0.00524,-0.01381,0.06249,0.04393,0.00298,0.07931,-0.02551,0.00975,-0.04074,-0.01354,0.0142,0.01494,0.01753,0.01445,0.00326
9803,B00853ES7K,-0.09412,-0.09619,-0.27194,0.14804,-0.10186,0.03151,0.04896,-0.13092,-0.1257,0.00445,-0.09786,0.03821,-0.07951,0.07946,-0.09526,-0.18328,-0.08277,-0.01566,-0.04138,0.07145,-0.00217,0.03202,-0.05599,-0.08375,-0.03892,-0.08529,0.04569,0.08184,-0.05582,0.04434,0.04472,-0.01187,0.00392,-0.00021,-0.02448,0.03106,0.03608,0.00188,0.00697,-0.00215,0.02463,0.01095,0.04087,-0.0092,0.03955,0.0308,-0.01824,-0.02397,0.01572,-0.02627
9804,B00853ESW0,-0.29019,-0.06028,-0.1873,0.31338,-0.11099,0.11407,0.19288,-0.1861,-0.12249,-0.08963,-0.12235,-0.06591,-0.03065,0.02774,-0.06882,0.00442,-0.03689,0.01282,-0.00922,-0.06631,0.11829,-0.1404,-0.03289,-0.05599,-0.00393,-0.06933,0.01271,0.13122,0.00444,-0.04115,-0.01363,-0.04093,0.01287,-0.02686,-0.00052,-0.03105,0.08594,0.06994,-0.06503,-0.01472,0.00819,0.0049,-0.00999,-0.01763,0.00983,-0.00859,0.05583,0.03418,0.04063,0.02708
9805,B00853EU78,0.04324,-0.06905,-0.3245,0.15685,-0.06327,0.12423,0.18379,-0.17364,-0.07334,-0.1096,-0.02445,0.00193,-0.01572,0.04287,-0.02348,-0.05294,0.01579,0.05351,-0.01641,-0.02607,0.06822,-0.11474,0.01559,0.00964,-0.01955,-0.02932,-0.04841,0.08658,-0.04992,-0.01291,-0.00176,-0.07618,-0.0316,-0.0537,-0.02208,-0.03274,0.08556,0.00286,-0.0224,-0.00409,0.01519,-0.01296,-0.0173,-0.00722,0.01592,-0.02636,0.02537,0.03917,0.01199,-0.01124
9806,B00853EYZQ,0.18808,-0.07487,-0.27204,0.16945,-0.05662,0.12696,0.0095,-0.08316,0.03296,-0.08728,-0.02778,-0.04839,-0.00874,0.02424,-0.01128,-0.04969,-0.09927,0.01952,0.04,0.04052,0.03293,-0.01839,0.00967,-0.04998,0.03772,0.00609,-0.02444,0.00885,-0.06948,-0.03214,0.0375,-0.02864,0.09583,-0.01281,-0.0583,0.0037,0.01825,0.03572,-0.01497,0.09352,0.00415,0.00927,0.016,-0.02892,0.01617,0.02167,0.03281,-0.00976,0.0237,-0.03372
9807,B00853EZQE,0.13597,-0.25509,-0.13179,0.16607,-0.24142,-0.02183,0.10435,-0.13863,-0.0007,-0.0973,-0.08817,-0.06814,0.05263,0.10411,0.07038,-0.06273,0.04649,-0.02911,-0.10172,0.0639,-0.04994,0.01816,-0.00828,-0.06069,0.02141,0.03582,0.02915,0.05154,-0.0138,0.04087,-0.01389,-0.05881,0.02814,0.04839,-0.0486,-0.00162,0.09863,0.01618,-0.05954,-0.02197,0.0173,0.02694,-0.04355,-0.085,0.02764,0.03873,0.04571,0.02617,0.01692,0.02801
9808,B00854JXVK,0.39583,-0.00436,0.19861,0.01044,-0.03937,-0.03972,0.11274,0.14102,-0.06769,0.08426,0.0048,0.00015,-0.28903,-0.08567,-0.08623,0.08662,-0.01456,0.00471,-0.0446,-0.03761,-0.04683,0.03353,-0.005,0.03521,0.01098,-0.00854,-0.11162,-0.10526,-0.07576,0.02672,-0.07016,0.01385,0.16335,0.05576,-0.00071,0.05716,0.02262,-0.03033,-0.09178,0.03346,0.00741,0.01285,-0.041,0.00701,0.05749,0.08949,-0.07307,-0.08502,-0.00258,0.02305
9809,B00854YLUS,0.24019,0.20839,-0.08342,-0.13451,0.07865,0.19096,0.09589,0.01816,-0.01511,-0.07395,0.01578,-0.00244,-0.01847,0.01666,0.04845,0.03367,0.00292,-0.07835,0.01397,0.04847,0.03585,-0.03818,-0.01048,-0.07505,0.04242,0.04124,-0.03834,0.0054,0.01393,-0.05263,-0.01139,0.01985,0.00906,-0.02229,-0.06979,0.00182,-0.02972,-0.00973,-0.01166,0.05732,0.03687,0.04371,-0.02556,0.0336,-0.01181,0.01034,0.03921,-0.06964,-0.04021,0.04576
9810,B0085BVFZK,-0.00794,0.11002,-0.06954,-0.12093,-0.07261,-0.04024,0.22039,0.02913,0.11416,0.01125,-0.15202,0.08575,0.00712,0.07441,0.11386,-0.0248,-0.1034,0.00258,-0.00847,0.03846,0.02225,-0.04598,0.04352,-0.09922,-0.00648,0.05414,-0.00762,-0.01709,-0.00678,-0.08931,0.01297,0.01545,0.06319,0.0697,0.02821,-0.03043,-0.003,0.02094,0.08103,-0.02766,0.0096,0.00501,-0.02223,0.00408,0.0047,-0.04648,0.01314,0.06801,0.05572,0.03658
9811,B0085E36EK,0.09317,0.04748,-0.04016,-0.23219,-0.006,0.03867,0.05096,0.12979,-0.18621,-0.12255,-0.01156,-0.01845,-0.20162,0.08987,-0.18947,0.06446,-0.03419,0.03691,-0.09508,-0.06045,-0.06008,0.011,0.02332,-0.08276,0.01147,-0.02078,-0.00868,-0.08134,0.01742,0.00879,0.0212,0.03725,0.06552,0.04476,0.01123,0.00958,-0.01569,-0.05515,0.09628,0.00219,0.03111,0.10261,0.01582,-0.00981,0.08227,-0.00919,0.01132,0.02576,-0.00684,0.0168
9812,B0085L060A,-0.0184,-0.12095,0.15242,-0.21205,-0.0606,0.35633,-0.13958,-0.11754,-0.12697,0.0554,0.06045,0.01643,-0.1139,-0.11591,-0.00934,-0.00258,0.07145,0.09238,-0.10035,0.04495,0.05025,0.0225,-0.02726,-0.00377,-0.03473,-0.01231,0.04288,0.08519,-0.12703,0.04388,-0.02423,-0.00152,-0.10542,0.05886,0.00933,-0.00661,-0.04433,-0.0093,0.05662,-0.0763,-0.0623,-0.03521,-0.04014,0.00763,-0.04406,-0.05867,-0.02939,-0.00022,0.05632,0.03952
9813,B0085QU1GY,0.10596,-0.46191,0.09929,-0.13068,-0.01297,0.02898,-0.01795,0.02992,0.03237,0.04098,-0.03137,-0.00878,0.09961,0.02776,0.01618,-0.00941,0.09656,-0.05412,0.02974,0.09449,-0.06722,0.1418,0.05459,-0.06026,-0.01221,0.00582,-0.04638,0.08511,-0.05019,-0.01838,-0.04285,-0.00369,0.00417,0.02892,-0.01309,-0.08461,0.01648,0.03331,-0.00028,-0.06603,-0.00944,-0.01456,-0.04886,-0.06425,-0.03863,0.00214,0.04218,-0.03028,-0.04663,-0.01417
9814,B0085SOW1M,0.15759,-0.39787,0.09407,-0.1753,0.05353,-0.00359,-0.11457,-0.15046,0.0362,-0.05,0.08646,-0.09278,-0.13187,0.10753,-0.12209,0.02778,-0.01707,0.03076,0.08271,0.0844,0.11972,-0.01527,-0.07061,0.01051,-0.05202,-0.04382,0.00167,0.00584,0.03229,0.0261,-0.02855,0.08342,0.00846,-0.14707,-0.01462,0.04343,0.08318,-0.03541,0.03055,0.01673,0.06211,0.05802,-0.07632,-0.0934,-0.01603,0.02344,-0.01388,0.04922,-0.06632,-0.01528
9815,B0085WHBHU,0.24878,-0.2259,0.18398,-0.00961,-0.10019,-0.21455,0.06055,0.05918,0.11227,0.14663,-0.0664,0.08426,-0.08186,0.00777,0.02583,-0.01231,0.05758,0.20595,-0.01596,0.04289,0.04162,-0.11811,-0.05475,0.01394,-0.15905,-0.06343,-0.02005,-0.03924,-0.08229,0.04568,-0.00377,0.03626,0.03936,0.01035,0.03855,-0.01917,-0.03922,-0.01014,0.08072,0.02047,0.08021,0.04083,0.03439,0.01096,-0.01288,0.02482,0.0549,0.03713,0.01746,0.03287
9816,B0085XS98Y,0.28474,-0.22458,0.27545,-0.01085,-0.09065,-0.12422,0.0191,-0.03518,0.19849,-0.09171,0.02468,0.06194,0.08608,-0.00875,-0.0388,-0.08849,-0.05626,0.02831,0.09618,-0.07035,-0.01313,-0.04484,-0.03229,-0.00187,-0.02345,-0.05227,0.10858,0.00299,0.05056,0.00079,0.02958,0.08069,-0.00867,0.06586,-0.02126,0.0097,0.04082,-0.0846,0.00138,0.0835,-0.03716,-0.08039,0.0303,-0.04181,-0.04385,-0.01559,0.00174,-0.07352,-0.03194,-0.0622
9817,B0085XXNBC,-0.49136,-0.18624,-0.04549,0.45342,-0.0337,0.00172,0.0214,0.21907,-0.09019,-0.04694,0.10738,0.06399,0.20981,-0.0249,-0.10234,-0.00978,0.0997,-0.02292,0.02176,0.05146,0.03324,-0.05045,-0.02298,0.10454,-0.05042,0.017,0.07004,0.04094,-0.06687,0.04126,0.10527,-0.04607,0.03651,-0.01241,-0.05759,-0.04712,0.01954,0.0024,0.03253,-0.03862,0.02972,0.07582,0.04451,0.01478,-0.00343,0.01587,0.00094,-0.02953,0.04737,0.02471
9818,B0085Y98VA,-0.05571,-0.18917,-0.2338,0.19474,-0.07552,-0.02662,0.19604,-0.03677,-0.10279,-0.21575,-0.11054,0.07414,-0.14315,-0.07265,-0.09704,-0.0124,0.0876,-0.00574,-0.06858,-0.02635,-0.04494,-0.0706,-0.0069,-0.04309,0.01094,0.11279,-0.02187,0.07391,-0.04625,-0.01412,0.01708,-0.00356,0.01165,0.02272,-0.02515,-0.08392,-0.01309,-0.00807,-0.0128,0.00191,0.05276,0.01639,0.05915,0.01421,-0.05947,0.03029,-0.03407,0.00387,0.02168,-0.0768
9819,B0085YA6K2,-0.01791,-0.15876,-0.40963,0.03901,0.09792,-0.01528,-0.05495,0.2894,0.03758,0.02376,0.02084,-0.01453,0.0136,-0.04667,-0.11397,0.0261,-0.00919,0.00059,0.11595,0.09654,-0.04072,-0.0014,0.01866,-0.022,-0.05334,-0.00106,-0.07683,0.02872,0.02419,0.01164,-0.05118,0.01427,0.00906,0.03907,-0.00368,0.05605,-0.02067,-0.00139,-0.00497,-0.06084,0.04037,0.01517,-0.03516,-0.05409,-0.00755,-0.02607,-0.04816,0.00435,0.04694,0.0192
9820,B0085YKL70,0.00644,-0.18048,-0.39296,0.02213,0.14161,-0.01228,-0.04751,0.29784,0.02931,0.04406,-0.00082,-0.01893,0.01835,-0.03475,-0.14811,0.02591,-0.01337,0.0024,0.09801,0.08799,-0.01808,-0.01393,0.00065,-0.01589,-0.04483,-0.01549,-0.06791,0.02709,0.01027,0.0138,-0.03888,0.0073,0.00597,0.02393,-0.00281,0.08179,-0.00576,-0.00664,-0.01213,-0.07846,0.02185,0.01729,-0.0138,-0.04533,-0.02146,-0.0391,-0.03612,0.00832,0.02613,0.02993
9821,B0085YZYOK,0.19493,-0.2993,-0.17165,0.22005,0.02083,-0.14464,-0.06408,0.28628,-0.01548,0.04103,-0.04034,-0.14241,0.02818,-0.01124,-0.08795,-0.01419,0.11741,0.01756,0.04417,0.04656,-0.01056,-0.02562,0.00627,0.019,-0.03358,0.04036,-0.01814,0.04363,0.07216,-0.02564,-0.07322,0.07213,0.01283,0.05488,0.04749,0.06608,-0.04982,-0.02789,-0.0348,-0.04374,0.01279,-0.04767,0.02368,-0.00461,-0.00434,0.03721,-0.0435,-0.0114,0.03868,-0.04281
9822,B0085ZR2YE,-0.59346,-0.1302,-0.1512,0.31852,0.11179,-0.00603,-0.06907,0.21519,-0.01791,0.06442,0.04003,0.18106,0.06134,0.04291,0.06824,-0.0047,-0.07766,-0.0788,0.03495,-0.06548,-0.15429,-0.07622,-0.10469,0.11203,0.01573,0.05748,-0.01875,-0.04012,-0.04223,0.0687,0.00665,0.04156,-0.05916,-0.07172,-0.0214,0.03782,0.03622,0.0166,-0.03758,-0.01919,-0.04246,0.05063,-0.01086,0.01426,-0.01235,-0.04168,-0.00899,-0.04767,0.05693,0.03265
9823,B008690HOQ,-0.30908,-0.07633,-0.02414,-0.3557,-0.10273,-0.07697,0.03699,0.05612,-0.1293,0.04437,-0.11085,-0.00416,-0.03151,-0.17041,0.09711,0.04617,-0.10861,0.17108,0.06093,-0.11789,-0.00833,0.01354,0.02483,0.05182,-0.06535,-0.00303,0.05985,0.01912,0.0148,0.03087,-0.03227,0.03904,0.11278,-0.0396,-0.01307,-0.06037,-0.08919,0.0624,-0.05263,0.02134,-0.00188,0.01419,-0.01226,0.08911,0.01427,0.0336,0.11241,0.00436,-0.00178,-0.07228
9824,B0086EYYHW,-0.52689,0.49107,0.15593,0.11935,-0.14283,0.17555,0.23615,-0.03148,-0.17094,0.12665,-0.03359,-0.17083,-0.04357,-0.11509,-0.05831,0.08524,0.09636,-0.03054,0.09159,-0.0249,0.13041,0.10258,0.10482,-0.02544,-0.03497,0.14198,0.04443,-0.02306,0.04626,-0.00548,0.00738,0.01862,-0.06286,0.04893,0.0085,-0.04577,0.02565,0.01356,0.04823,0.05804,-0.00267,-0.02659,-0.02677,-0.09617,0.00902,-0.01763,0.0306,0.01353,0.00478,-0.02615
