item_id,asin,pc1,pc2,salesrank_category,salesrank,item_text_short
10659,B00AA8DQN0,-0.47464,-0.44176,Beauty,41894.0,12 Color Nail Art Hexagon Shiny Sparkle Glitter Flakes Sequins Powder Dust Tips 
10660,B00AA8DQQM,-0.5454,-0.42209,Beauty,36172.0,12 Color Nail Art Shiny Sparkle Glitter Powder Dust Tips Manicure DIY Decoration
10661,B00AA8DR0M,-0.4926,-0.50766,Beauty,136503.0,12 Color Nail Art Sparkle Glitter Powder Dust Tips Decoration + 7pcs Acrylic Pai
10662,B00AA8DRHA,-0.498,-0.406,Beauty,13010.0,12 Color Nail Art UV Gel Acrylic Crushed Shell Shiny Sparkle Glitter Powder Flak
10663,B00AACBZMA,0.16253,0.08999,Beauty,45924.0,"Yes to Grapefruit Dark Circle Correcting Eye Cream, 0.5 Fluid Ounce Yes To Grape"
10664,B00AACBZMU,0.17813,0.11907,Beauty,2140.0,"Yes to Grapefruit Brightening Facial Towelettes, 25 Count Yes To Grapefruit Yes "
10665,B00AACC02Y,0.19621,0.156,Beauty,15369.0,"Yes to Grapefruit Even Skin Tone Moisturizer SPF 15, 1.4 Fluid Ounce Yes To Grap"
10666,B00AACC0AG,0.18623,0.14973,Beauty,5470.0,"Yes to Grapefruit Daily Facial Scrub, 4 Ounce Yes To Grapefruit Yes to Grapefrui"
10667,B00AAG9M2Q,0.29279,0.0931,Beauty,17894.0,PRECIOUS METALS Australian Gold New 2013 lotion 10 Oz PRECIOUS METALS Australian
10668,B00AAIOP44,-0.53661,0.37614,Beauty,102397.0,"Clear Scalp and Hair Beauty Therapy Frizz Control Nourishing Shampoo, 12.9 Fluid"
10669,B00AAJTDLI,-0.47457,0.45101,Beauty,194.0,Dove Men+Care Fresh Clean Fortifying 2 in 1 (12oz) Dove Shampoos Beauty Hair Car
10670,B00AAR9I60,0.15273,0.17387,Beauty,351.0,"Hydrate, facial moisturizer, 1.7oz. (48g) Obagi Medical A gentle and hypoallerge"
10671,B00AASRGXQ,-0.00537,-0.52451,Beauty,145451.0,100pcs 3D Cute Designs Nail Art Fimo Canes Sticks Stickers Rods Gel Tips Manicur
10672,B00AB0SLPK,-0.01416,-0.05078,Beauty,141478.0,"L'Oreal Paris Colour Riche Eye Shadow, Rose for Romance, 0.17 Ounces L&#39;Oreal"
10673,B00AB4W2H4,-0.16286,-0.18642,Beauty,5876.0,"e.l.f. Eyeshadow 32 Piece Palette, Everyday, 0.99 Ounce e.l.f. Cosmetics The stu"
10674,B00ABBC7XQ,-0.34889,-0.28737,Beauty,8245.0,15&quot; Clip in Remy Human Hair Extensions 1b# Off Black 7pcs 70g Human Hair Ex
10675,B00ABCWATG,-0.48378,-0.29128,Beauty,12554.0,15&quot; Clip in Synthetic Hair Extensions 2# Dark Brown 7pcs 70g Human Hair Ext
10676,B00ABIH8OM,0.08892,-0.05747,Beauty,87229.0,"e.l.f. 3-in-1 Mascara, Very Black, 0.28 Ounce e.l.f. Cosmetics An all-in-one pro"
10677,B00AC3G0ZY,0.02571,0.27477,Beauty,30312.0,Designer Skin Tiny Bubbles Rich &amp; Creamy Body Wash &amp; Bubble Bath 16 oz D
10678,B00AC8NLVK,-0.47513,-0.35914,Health & Personal Care,12761.0,Nabi Nail Polish Purple Jumbo Glitter 161 - 15mL Nabi nail polish bottle brand N
10679,B00ACB6CY0,0.09806,-0.3498,Beauty,92054.0,Bundle Monster Non-Toxic Temporary Hair Pastel Chalk Beauty Kit - Mix Color Vari
10680,B00ACB6H9A,0.09143,-0.30799,Beauty,100983.0,Bundle Monster Portable Mini Travel 0.5&quot;Ceramic Tourmaline Plates Flat Iron
10681,B00ACOHI7W,0.03336,0.01045,Beauty,6899.0,"e.l.f. Studio Mineral Infused Face Primer, Radiant Glow, 0.48 Oz. e.l.f. Cosmeti"
10682,B00ACWLLVI,0.20575,0.11478,Beauty,104604.0,SKIN CREAM ANTI AGING CREAM IN BEAUTY. ANTI WRINKLE CREAM. ANTI AGING NIGHT CREA
10683,B00AD9R6DM,0.3429,0.20342,Beauty,6580.0,Philosophy Miracle Worker Lactic Acid Cleanser-8 oz. Philosophy Philosophy Mirac
10684,B00ADR6L08,0.22777,0.25333,Beauty,8704.0,"OGX Conditioner, Anti-Breakage Keratin Oil, 13oz OGX Indulge in rich, fortifying"
10685,B00ADR6M2U,0.17553,0.18833,Beauty,3586.0,"OGX Conditioner, Thick &amp; Full Biotin &amp; Collagen, 13oz OGX A high perform"
10686,B00ADRGWNE,0.22363,0.25387,Beauty,9862.0,"OGX Shampoo, Anti-Breakage Keratin Oil, 13oz OGX Indulge in rich, fortifying ker"
10687,B00ADRH2OM,0.13747,0.20717,Beauty,1314.0,"OGX Shampoo, Thick &amp; Full Biotin &amp; Collagen, 13oz OGX A high performance"
10688,B00AE078TM,-0.47688,0.38345,Beauty,108967.0,"Clear Scalp and Hair Beauty Therapy Frizz Control Nourishing Daily Conditioner, "
10689,B00AE078YM,-0.32185,0.09432,Beauty,54627.0,"Clear 7 Day Intensive Treatment Tubes, Color and Damage Repair, 7 Count Clear Ha"
10690,B00AE0790U,-0.43526,0.39244,Beauty,106661.0,"Clear Deep Nourishing Treatment Mask, Ultra Shea, 6 Fluid Ounce Clear Hair & Sca"
10691,B00AE07932,-0.44304,0.31501,Beauty,85371.0,"Clear Men Scalp Therapy Scalp Comfort Anti-Dandruff 2 in1 Shampoo/Conditioner, 1"
10692,B00AE07B9O,-0.59527,0.3187,Beauty,34581.0,"Axe 2 in 1 Shampoo Plus Conditioner Apollo, 12 Ounce AXE Shampoos Beauty Hair Ca"
10693,B00AE07BC6,-0.52437,0.35754,Beauty,24911.0,"Axe 3 in 1 Shampoo Plus Conditioner Plus Bodywash Total Fresh, 12 Ounce AXE Sham"
10694,B00AE07BDU,-0.507,0.09916,Beauty,24839.0,"Axe Spiking Glue Spiked Up Look, 3.2 Ounce AXE Beauty Styling Products Hair Care"
10695,B00AE07BI0,-0.53972,0.20561,Beauty,54280.0,"Axe Wet Shine Gel Clean Cut Look, 3.2 Ounce AXE Beauty Styling Products Hair Car"
10696,B00AE07BMQ,-0.55707,0.16853,Beauty,9336.0,"Axe Styling Gum Messy Look, 3.2 Ounce AXE Beauty Styling Products Hair Care Crea"
10697,B00AE07CPM,-0.48044,0.26945,Beauty,44647.0,"Axe Anti-dandruff Styling Cream, 3.2 Ounce AXE Beauty Styling Products Hair Care"
10698,B00AE07CRA,-0.49702,0.2633,Beauty,78460.0,"Axe Waterless Dry Shampoo Foam Reset, 5.07 Ounce AXE Body Scrubs Beauty Scrubs &"
10699,B00AE07CT8,-0.49508,0.11546,Beauty,162619.0,"Axe Gravity Defying Dust Messy Look, 0.035 Ounce AXE Beauty Styling Tools Hair C"
10700,B00AE07CTI,-0.50355,0.4892,Beauty,619.0,"Dove Men+Care Anti Dandruff Fortifying Shampoo, 12-Ounces Dove Shampoos Beauty H"
10701,B00AE07EGO,-0.49571,0.45207,Beauty,7086.0,"Dove Men+Care Thickening Fortifying Shampoo,12 FL.OZ. Dove Shampoos Beauty Hair "
10702,B00AE07EIM,-0.44504,0.48359,Beauty,8231.0,Dove Men+Care Sensitive Scalp Fortifying 2 in 1 (12oz) Dove Shampoos Beauty Hair
10703,B00AE07FQI,-0.6196,0.24717,Beauty,11518.0,"Tresemme Platinum Strength Heat Protect Spray, 8 Ounce TRESemme Beauty Styling P"
10704,B00AE07FUE,-0.48395,0.47735,Beauty,14171.0,"Nexxus Youth Renewal Rejuvenating Shampoo, 13.5 Ounce Nexxus Shampoos Beauty Hai"
10705,B00AE07FUO,-0.63248,0.36923,Beauty,74083.0,"Tresemme Platinum Strength Shampoo, 25 Ounce TRESemme Shampoos Beauty Hair Care"
10706,B00AE07FXQ,-0.53265,0.39577,Beauty,45871.0,"Tresemme Platinum Strength Deep Conditioning Treatment, 6 Ounce TRESemme Beauty "
10707,B00AE07FYK,-0.54433,0.37836,Beauty,5245.0,"Tresemme Platinum Strength Conditioner, 25 Ounce TRESemme Beauty Hair Care Condi"
10708,B00AE07GX0,-0.515,0.2957,Beauty,40048.0,"Nexxus Youth Renewal Plump and Lift Blow Dry Spray, 7.5 Ounce Nexxus Beauty Styl"
10709,B00AE07H0M,-0.4205,0.46672,Beauty,10924.0,"Nexxus Youth Renewal Rejuvenating Elixir, 0.94 Ounce Nexxus Hair & Scalp Treatme"
10710,B00AE07IEM,-0.47516,0.43649,Beauty,120350.0,"Dove Bar Soap, Rebalance, 8 Count Dove Soaps Beauty Bath & Body Cleansers"
10711,B00AE07JJ6,-0.36441,0.32687,Beauty,422.0,"Dove Men+Care Aqua Impact Body and Face Bar, 8 count - 4 ounce bars Dove Soaps B"
10712,B00AE76HO2,0.30906,-0.00882,Beauty,21119.0,Australian Gold Legally Dark 18x Natural Bronzer Color Lover 8.5 oz Australian G
10713,B00AEEIL0I,-0.58766,-0.39437,Beauty,19752.0,Color Club Hues 6pcs Collection Cloud Nine Angles Kiss Harp on It Holographic Co
10714,B00AEIVIGS,0.31009,-0.08395,Beauty,4623.0,"Mango Butter White Raw, 1 Lb SpirZon LLC Mangifera Indica (Mango) Seed Butter is"
10715,B00AELX08E,-0.29061,-0.15095,Beauty,2629.0,Hair Flair Deluxe Softhood Hair Dryer Attachment Hair Flair The Hair Flair Delux
10716,B00AEM0W70,0.24929,-0.15362,Beauty,7246.0,"EcoTools Deluxe Fan Brush, 1.16 Ounce EcoTools This multi-functional makeup brus"
10717,B00AEM0W84,0.16947,-0.26998,Beauty,28402.0,"EcoTools 6 Piece Day To Night Clutch Set, 5.87 Ounce EcoTools Set includes: poin"
10718,B00AEM0WDE,0.20404,-0.10155,Beauty,7465.0,"EcoTools Limited Edition Fresh and Flawless Set, 4.45 Ounce EcoTools Your best f"
10719,B00AEM0WMU,0.25026,-0.14129,Beauty,9838.0,"EcoTools Face and Body Sculpting Brush, 3.73 Ounce EcoTools This multi-functiona"
10720,B00AEM0YH8,-0.45196,-0.17112,Beauty,94220.0,"EcoTools Barely There Lashes, 1.87 Ounce EcoTools Beauty Tools & Accessories Eye"
10721,B00AEU3E3G,-0.0169,-0.27133,Beauty,4812.0,Essie Winter Collection BUTLER PLEASE Blue Nail Polish 819 Lacquer Salon Mani Es
10722,B00AEUHWP2,0.28299,-0.12421,Beauty,7460.0,"Q-Redew Hand-held Hair Steamer The Q-Redew TM hand held hair steamer is a new, p"
10723,B00AEY1SQW,0.25556,-0.05047,Beauty,7522.0,Vitamin C Skin Serum 25% (L-ascorbic Acid) with Pure Hyaluronic Acid Anti Aging 
10724,B00AEYGIR6,-0.49547,-0.15934,Beauty,31313.0,Lime Crime Velvetines Lip Gloss Red Velvet Rich Velvety Red Matteh finish Makeup
10725,B00AF0TGFA,0.13571,-0.21788,Health & Personal Care,52282.0,NYX Kiss the Stars Mega Shine Lip Gloss 3 Piece Set NYX LGSET01 Make your lips s
10726,B00AF63QQE,0.05076,0.01004,Beauty,1662.0,"KOREAN COSMETICS, MIZON_ all-in-one snail Repair Cream 75ml (skin regeneration, "
10727,B00AF9D4JK,0.00033,0.16897,Beauty,51584.0,L'Oreal Total Repair 5 Restoring Conditioner 12.6 FL OZ L&#39;Oreal Paris L'Orea
10728,B00AF9DGMA,-0.00091,0.16265,Beauty,56843.0,L'Oreal Total Repair 5 Restoring Shampoo 12.6 FL OZ L&#39;Oreal Paris L'Oreal To
10729,B00AFBSIPI,0.34139,-0.20406,Beauty,14482.0,Conair Hot Clips Multi-Size Hot Rollers Conair Quick to heat and gentle on your 
10730,B00AFCOVEO,-0.48649,0.29472,Beauty,6271.0,Pantene Pro-V Expert Collection Advanced Keratin Repair Split End Fuser Hair Pro
10731,B00AFCP6F2,-0.4687,0.26581,Health & Personal Care,25207.0,Old Spice High Endurance Pure Sport Scent Bar Soap Pack Of 6 - 24 Oz Old Spice S
10732,B00AFCP76A,0.05112,0.19145,Beauty,7951.0,Pantene Pro-V Truly Natural Hair Defining Curls Styling Custard 7.6 Fl Oz Panten
10733,B00AFCP9FO,-0.38594,0.48686,Beauty,11537.0,Pantene Pro-V Expert Collection Agedefy Rejuvenating Hydration Hair Masque 6.7 F
10734,B00AFCPAPI,-0.52629,0.34286,Health & Personal Care,27785.0,Old Spice Wild Collection Hawkridge Scent Body Wash 16 Fl Oz Old Spice Beauty Bo
10735,B00AFCPBFC,-0.40351,0.32572,Beauty,13898.0,Pantene Pro-V Expert Collection Advanced Keratin Repair 60-Second Therapy Hair P
10736,B00AFECPAE,0.09814,-0.27815,Beauty,7549.0,China Glaze Nail Polish Cirque du Soleil ITS A TRAP-EZE Lacquer 81120 .5 Color C
10737,B00AFISVWQ,-0.08802,0.08544,Beauty,181483.0,"Oyin Handmade Sugar Berries All-Veggie Pomade, 4 Ounce Oyin Handmade Does your h"
10738,B00AFIT9F4,-0.00943,0.26752,Beauty,111792.0,"Oyin Handmade Hair Dew, Daily Quenching Hair Lotion, 16.9 Ounce Oyin Handmade Th"
10739,B00AFSJWEW,-0.47859,-0.5006,Beauty,78330.0,Pro 36 Pure Solid Colors Nail Art UV Gel Builder Powder Acrylic Tips Glue Set Ki
10740,B00AFSJXHS,-0.52823,-0.42623,Beauty,9605.0,12 Colors 12ml 3D Nail Art Paint Tube Pigment Draw Painting Design Acrylic Tip U
10741,B00AFSJXKU,-0.30354,-0.32739,Beauty,7884.0,Nail Art Top Coat Topcoat + Primer Base Coat UV Gel Polish Gloss Guard Glaze Man
10742,B00AG48B9M,0.33669,-0.03659,Health & Personal Care,1760.0,Viviscal Professional - Professional Supplement 60 Tablets Hair Nutrition Progra
10743,B00AG4QCAM,0.31837,-0.15012,Beauty,6941.0,Sirius Pulsar Blemish Clearing Device Sirius Sirius Pulsar in an advanced acne s
10744,B00AGZEG4U,-0.40804,-0.0615,Beauty,2723.0,"My Wet Brush Pro Select Paddle Brush, Black, 4 Ounce The Wet Brush Paddle brush "
10745,B00AH4THVM,-0.23035,-0.47141,Beauty,12695.0,10 Pcs Professional 3g/Bottle Acrylic Nail Art Glue For French False Tips Rhines
10746,B00AH4TI3Y,-0.40213,-0.32363,Beauty,44363.0,Professional 0.5oz/Bottle Acrylic Primer For Nail Art Dry &amp; Apply Second Coa
10747,B00AH4TJNS,-0.50099,-0.50533,Beauty,8725.0,10 Pcs Professional Acrylic Nail Art Glue Pink for French False Tips Manicure De
10748,B00AH4TKEQ,-0.38411,-0.49854,Beauty,11784.0,3 Pcs Professional 3g/Bottle Acrylic Nail Art Glue For French False Tips Rhinest
10749,B00AH4TKNC,-0.47818,-0.45118,Beauty,1895.0,5 Pcs Professional 3g/Bottle Acrylic Nail Art Glue For French False Tips Rhinest
10750,B00AH8FASM,-0.43676,0.30646,Health & Personal Care,3015.0,"Babo Botanicals 30 SPF Clear Zinc Sunscreen, 3 Ounce Babo Botanicals Sun Beauty "
10751,B00AHF1GK6,-0.47761,0.2444,Health & Personal Care,17391.0,"Schick Hydro 5 Disposable Razor, 3 Count Schick Moisturizers Beauty Body Oils Sk"
10752,B00AHF1GTM,-0.47387,0.25661,Health & Personal Care,25629.0,"Schick Hydro Silk Disposable Razor, 3 Count Schick Moisturizers Beauty Body Oils"
10753,B00AHH00MO,0.14627,0.24215,Beauty,2176.0,"Gold Bond Men's Everyday Essentials Lotion, 14.5 Ounce Gold Bond Men's Essential"
10754,B00AHH00TC,0.35933,0.16573,Beauty,2942.0,"Gold Bond Diabetic Skin Relief Lotion, 13 Ounce Gold Bond Diabetes can affect th"
10755,B00AHKC7PO,-0.24454,0.06836,Beauty,3770.0,Bio Ionic Universal Diffuser BioIonic Universal Diffuser The diffuser diverts ai
10756,B00AILKE6G,0.13099,-0.04166,Beauty,50766.0,"Remington D3020 Volume and Shine Hair Dryer Remington Get more from your ionic, "
10757,B00AINMFAC,0.32093,-0.04572,Beauty,33.0,"Nizoral AntiDandruff Shampoo, 7-Ounce Bottles Nizoral What Causes Dandruff? P. o"
10758,B00AIQOKDY,-0.19113,0.22444,Health & Personal Care,79387.0,"Lysol Touch of Foam Foaming Hand Soap, Creamy Vanilla Orchid, Pump, 8.5 Ounce Ly"
10759,B00AJD0CN8,-0.21414,0.04432,Beauty,263592.0,"Almay Intense I-Color Volumizing Mascara, For Brown Eyes, 0.4 Fluid Ounce Almay "
10760,B00AJG8JOY,0.04083,-0.50479,Beauty,11375.0,Nail Stripes Striping Tapes By Cheeky- Wonderful Nail Decoration Set Kit of 30 N
10761,B00AK0W10M,-0.42818,-0.45116,Beauty,4515.0,YKS 500 pcs French Acrylic Artificial Fake Fingernails Full Cover fake False Nai
10762,B00AK4QS7A,-0.33861,-0.16074,Beauty,65877.0,Jerdon JGL7W Euro Tabletop Two-Sided Lighted Makeup Mirror with 5x Magnification
10763,B00AK7NF32,-0.33791,-0.36494,Beauty,15162.0,YKS Beauty Foundation Blender Sponge Blue Generic Size: size 1 Package:as title 
10764,B00AK7UZBW,-0.29263,-0.52334,Beauty,11480.0,Generic 12 Color Nail Art Dust Glitter Powder DIY Decoration Uv Acrylic Gel Tips
10765,B00AK80OT4,-0.02507,-0.43101,Beauty,15392.0,"12PCS Big Smile Nail Care Personal Manicure &amp; Pedicure Set, Leather Travel &"
10766,B00AKHHPGA,-0.42094,-0.15495,Health & Personal Care,215612.0,Lime Crime Carousel Lip Gloss Present Lime Crime Rich magenta packed with stunni
10767,B00AKHWTK2,-0.16399,-0.35076,Beauty,4405.0,A1Pacific 11&quot; STYROFOAM FOAM MANNEQUIN MANIKIN head wig display hat glasses
10768,B00AKYYSCM,0.0037,-0.37901,Beauty,1417.0,50 New Empty Clear Plastic Cosmetic Containers 5 Gram Size Pot Jars Eyshadow Con
10769,B00AKZHC88,0.12125,-0.47736,Beauty,47673.0,NEW 12 Color Velvet Flocking Powder for Velvet Manicure Nail Art Polish Tips vip
10770,B00ALB397Y,0.27784,0.30916,Beauty,4264.0,"Garnier Skincare Moisture Rescue Refreshing Gel-Cream for Dry Skin for Dry Skin,"
10771,B00ALHISAQ,-0.64624,-0.11403,,,Beauty Styling Tools Hair Care Hot-Air Brushes
10772,B00ALV8EJM,-0.44732,0.48734,Beauty,22582.0,"Nexxus Youth Renewal Rejuvenating Conditioner, 13.5 Ounce Nexxus Beauty Hair Car"
10773,B00ALV8EJW,-0.43718,0.48784,Beauty,65831.0,"Nexxus Hydralight Weightless Moisture Conditioner, 13.5 Ounce Nexxus Beauty Hair"
10774,B00ALV8EKQ,-0.39204,0.49572,Beauty,22577.0,"Nexxus Hydralight Weightless Moisture Leave-In Conditioning Foam, 5.5 Ounce Nexx"
10775,B00ALV8EL0,-0.45647,0.48827,Beauty,36618.0,"Nexxus Hydralight Weightless Moisture Shampoo, 13.5 Ounce Nexxus Shampoos Beauty"
10776,B00AM7BSXO,0.10203,-0.01842,Beauty,4671.0,Conair Curl Fusion Ionic Ceramic Styler Hair Dryer Conair Get flawless curls wit
10777,B00AM8923G,-0.53136,0.4004,Health & Personal Care,409.0,"Creative Bioscience 1234 Diet Drops, 2 Ounce Creative Bioscience Moisturizers Be"
10778,B00AMAWX8A,-0.52419,-0.5078,Beauty,25427.0,Hot 20000pcs Clear Rhinestone Decoration Crystal Glitter Nail Art 2mm New 2012 S
10779,B00AMDRB9S,-0.07252,-0.07383,Beauty,51267.0,Benefit Cosmetics Fine One One 0.28 oz Benefit Cosmetics Having a beauty emergen
10780,B00AMKSWXK,0.35608,0.11256,Beauty,69884.0,Watts Beauty 2% Retinol - Vitamin A / Hyaluronic Acid Antioxidant Moisturizer Cr
10781,B00AMOLHSS,-0.29946,-0.2514,Beauty,18909.0,"Lime Crime Great Pink Planet Opaque Barbie Pink Lipstick Color description:
Cool"
10782,B00AMQWQJA,0.13592,-0.41733,Beauty,29509.0,Band Geek Nail Polish - Black Gold Metallic Copper Silver Gillter Nail Lacquer -
10783,B00AMYNT8E,-0.02205,-0.12849,Beauty,6354.0,Smashbox Try It Kit Smashbox A collection of our best-selling superstars in try-
10784,B00AMYORHQ,0.36286,-0.15874,Beauty,85669.0,Urban Decay Naked Basics Palette featuring six gorgeously Naked neutrals to buil
10785,B00AN0QF9W,-0.03835,0.20829,Beauty,26112.0,"L'oreal Loreal Total Repair 5 Multi-Restorative Dry Oil, 3.4 Oz L&#39;Oreal Pari"
10786,B00AN44OKA,0.02917,-0.35133,Beauty,3008.0,Oh Splat White Glitter Nail Polish with Rainbow Glitters- 0.5 oz Full Sized Bott
10787,B00AN506NI,-0.54376,-0.19287,Beauty,30849.0,Sleek i-Divine Acid Palette Mineral based Eye Shadow Palette Makeup Eye Shadow B
10788,B00AN5L8IU,-0.35331,0.33921,Health & Personal Care,30625.0,"Clearasil Ultra Rapid Action On-to-Go Acne Treatment Wipes, 30 Count Clearasil M"
10789,B00AN5L8PS,-0.47042,0.40479,Health & Personal Care,60020.0,"Clearasil Ultra Rapid Action Acne Treatment Face Wash Gel, 6.78 Ounce Clearasil "
10790,B00AN9CHY0,0.38703,0.09926,Beauty,6077.0,Watts Beauty Peptide - Hyaluronic Acid Concentrated Serum Complex with L - Argin
10791,B00ANAL68M,0.38896,0.04674,Beauty,1456.0,Crack Styling Treatment with UV &amp; Thermal Protection 2.5oz (Pack of 2) Crack
10792,B00ANAPF4S,0.16756,-0.18164,Beauty,3716.0,"e.l.f. 14 Piece Nail Polish Cube, Jewel Tones, 2.8 Fluid Ounce e.l.f. Cosmetics "
10793,B00ANFYEQS,-0.02539,-0.43731,Beauty,11442.0,PUEEN 2013 Nail Art Stamp Collection Set 25F - NEW Unique Set of 25 Nailart Poli
10794,B00ANGAQO6,0.18135,-0.42321,Beauty,11286.0,24 Color DIY Painting Non-toxic Temporary Pastle Hair Color Dye Chalk Generic No
10795,B00ANGCCN4,0.12076,-0.32458,Beauty,9600.0,PUEEN Premium Quality Super Soft Professional Beauty Flawless Makeup Sponge Appl
10796,B00ANI9YYC,0.00517,-0.46024,Beauty,143756.0,Ostart 12 Color Fashion Caviar Manicure Pedicure Nail Art Polish Decoration on T
10797,B00ANIQPZ8,-0.16485,-0.50645,Beauty,6519.0,Ostart 12 Color Glitter Hexagon Acrylic UV Gel False Tips Nail Art Salon Tool Se
10798,B00ANJJUEU,0.1309,-0.08978,Beauty,28499.0,"Isaac Mizrahi Fabulous Fragrance Eau De Parfum for Women, 3.4 Ounce Fabulous By "
10799,B00ANJQ8RC,0.1271,-0.04153,Health & Personal Care,16466.0,"Biotin Vitamin Supplement Benefits Skin, and Promotes Healthy Hair and Nail Grow"
10800,B00ANL55Y2,0.27719,0.08281,Health & Personal Care,4236.0,"Gly-Oxide Liquid Antiseptic Oral Cleanser, 2 Fluid Ounce Gly-Oxide Gly-Oxide is "
10801,B00ANL6RDU,-0.16282,-0.404,Beauty,2907.0,Ibeauty(TM) 5x NAIL POLISH VARNISH REMOVER CORRECTOR PEN CORRECTION 3d nail art 
10802,B00ANLG42O,0.04724,-0.51004,Beauty,14431.0,500 White French False Acrylic Nail Art Tips Gel Makeup Acrylic Nail TIPS Create
10803,B00ANTDQL8,0.23683,-0.3631,Beauty,76596.0,Shipwreck Nail Polish - Custom Blended Blue Green Glitter Nail Lacquer by KBShim
10804,B00ANTO6YO,0.26919,-0.19358,Beauty,12254.0,LUXOR PRO WET BRUSH COMBO...Comes with a standard wet brush and a squirt wet bru
10805,B00ANTYSY2,0.2693,-0.30049,Beauty,24496.0,Candy Cane Crush - Scented Holiday Polish by KBShimmer SCENTED!! This top coat i
10806,B00ANW4LLY,0.26739,-0.25385,Beauty,9023.0,"Gurin Ceramic Tourmaline Flat Iron Hair Straightener, 1.25 inch with Carrying Ca"
10807,B00AO379NE,-0.50023,0.48214,Health & Personal Care,77914.0,Dove Men+Care Cool Silver Antiperspirant  2.7 Oz Dove Moisturizers Beauty Body O
10808,B00AO4E9DG,-0.42748,0.27753,Health & Personal Care,13363.0,"TRESemme Keratin Smooth Keratin Infusing Heat Protection &amp; Shine Spray, 8 oz"
10809,B00AO4E9E0,-0.53727,0.42091,Beauty,6538.0,"Tresemme Keratin Smooth Infusing Shampoo, 25 Ounce TRESemme Shampoos Beauty Hair"
10810,B00AO4E9L8,-0.63278,0.35731,Beauty,76582.0,"Axe Shower Gel Apollo, 16 Ounce AXE Beauty Cleansers Skin Care Face"
10811,B00AO4E9MC,-0.43325,0.47323,Beauty,9379.0,"TRESemme Keratin Smooth Keratin Infusing Conditioner, 25 oz TRESemme Beauty Hair"
10812,B00AO4EBOI,-0.50741,0.36661,Beauty,18845.0,"TRESemme Keratin Smooth, Infusing Smoothing Serum, 3.3 Ounce TRESemme Beauty Sty"
10813,B00AO4EKSU,-0.47847,-0.17469,Beauty,939.0,"Simple Eye Make-Up Remover Pad, 30 Count Simple Makeup Beauty Eyes Makeup Remove"
10814,B00AO4EL34,-0.42691,0.27011,Beauty,6023.0,"Simple Oil Balancing Wipes, 25 Count Simple Body Scrubs Beauty Scrubs & Body Tre"
10815,B00AO4EMKQ,-0.44216,0.25941,Beauty,2332.0,"Simple Radiance Wipes, 25 Count Simple Body Scrubs Beauty Scrubs & Body Treatmen"
10816,B00AO6UKQO,-0.43118,-0.25949,Beauty,6393.0,MapofBeauty 24&quot; Wavy Multi-Color Lolita Cosplay Wig Party Wig (Lingt Blonde
10817,B00AO6UKTG,-0.4642,-0.25101,Beauty,36768.0,MapofBeauty 26&quot; Wavy Mixed Color Flat Bang Lolita Costume Cosplay Wig (Purp
10818,B00AO7AOOG,-0.66023,-0.25542,Health & Personal Care,32079.0,Color Club Holographic Halo Hues Collection (979 Blue Heaven) Color Club Color C
10819,B00AOJVI4O,-0.23006,-0.24554,Beauty,16767.0,Essie Nail Polish Go Ginza #825 Essie essie Spring 2013 Collection Go Ginza enca
10820,B00AP1BTZE,-0.16981,-0.17418,Beauty,12920.0,e.l.f. Small Stipple Brush e.l.f. Cosmetics Use this brush with any liquid or po
10821,B00APBR9QM,0.0569,-0.20893,Beauty,19988.0,"5 NYX Jumbo Eye PENCIL(601,603,604,611,617) 5 Colors SET! NYX A radiant eye line"
10822,B00APR6X0E,-0.41239,0.23606,Health & Personal Care,128442.0,"Rimmel London BB Cream, Light Rimmel Broad Spectrum SPF 25 Sunscreen
1 Fl oz 30 "
10823,B00APRB5P2,0.12396,0.05138,Beauty,147587.0,"L'Oreal Paris Visible Lift Color Lift Blush, Nude Lift, 0.14 Ounces L&#39;Oreal "
10824,B00APV7OWG,0.20788,-0.28695,Beauty,4747.0,Onei MK-II Air Ionique Hair Dryer with Ionic Generator for Professional Blowouts
10825,B00AQ8JY3U,0.01488,0.26963,Beauty,35038.0,"L'Oreal Paris Hyaluronic Power Moisture Moisture Rush Mask, 8.5 fl oz L&#39;Orea"
10826,B00AQ8NIC8,-0.03616,0.21332,Beauty,8827.0,L'Oreal Total Repair 5 Damage Erasing Balm 8.5 FL OZ L&#39;Oreal Paris L'Oreal T
10827,B00AQ9JIDK,-0.0539,-0.05247,Beauty,50197.0,"Maybelline New York Eye Studio Color Tattoo Metal 24 Hour Cream Gel Eyeshadow, I"
10828,B00AQ9QMQG,0.08922,0.03566,Beauty,6164.0,"Maybelline New York Volume' Express The Rocket Waterproof Mascara, Very Black, 0"
10829,B00AQ9RTBS,0.08233,0.04394,Beauty,38055.0,"Maybelline New York Volume' Express The Rocket Washable Mascara, Very Black, 0.3"
10830,B00AQBDZLE,-0.47046,-0.0479,Beauty,14361.0,"OPI Mariah Carey Collection - Liquid Sand Nail Lacquer, Get Your Number 0.5 Fl. "
10831,B00AQBGBJC,-0.2726,-0.21513,Beauty,85363.0,"OPI: Lacquer M43 Pink Yet Lavender, 0.5 oz OPI M43 Pink Yet Lavender - a chart-s"
10832,B00AQCYNPU,-0.18535,-0.18504,Beauty,5867.0,Wisedeal 1pc Lady women girls Elegent Lace Elastic Hair head band hoop accessory
