profile_id,job_cd,job_nm,job_clcd,job_clcd_nm,keco_cd,career_years,edu_level,major_field,major,cert,region,top_skill_1,top_skill_2,top_skill_3
8855,K000001188,도배공,702,건축마감 기능원,7025,3.5,고졸,예체능,,"도배기능사, 산업기사(국가기술)",경기,신체적 강인성 92,정교한 동작 82,유연성 및 균형 78
8856,K000001035,조경원,901,작물재배 종사자,9015,5.2,대졸,인문,환경조경과,,경북,공간지각력 98,건축 및 설계 84,신체적 강인성 72
8857,K000000902,낙농 관련 종사원,902,낙농·사육 종사자,9021,18.4,고졸,공학,,,경기,식품생산 100,생물 100,신체적 강인성 87
8858,K000001013,냉·난방 관련 설비 조작원,814,냉·난방 설비 조작원,8140,3.9,고졸,공학,,,부산,작동 점검 99,설치 96,장비의 유지 92
8859,K000008522,사회과학 연구원,110,인문·사회과학 연구원,1102,7.7,박사,사회,,,부산,설득 100,문제 해결 100,읽고 이해하기 100
8860,K000000842,육묘 및 화훼작물재배자,901,작물재배 종사자,9014,2.7,대졸,자연,,원예기능사(국가기술),충북,신체적 강인성 98,물적자원 관리 91,식품생산 76
8861,K000000906,대학 교수,211,대학 교수 및 강사,2111,5.4,박사,인문,,,경남,수리력 100,듣고 이해하기 100,읽고 이해하기 100
8862,K000001113,특수교육 교사,212,학교 교사,2123,2.1,대졸,교육,,,광주,학습전략 95,가르치기 94,행동조정 86
8863,K000001218,홍보도우미 및 판촉원(나레이터모델포함),617,판촉 및 기타 판매 단순 종사자,6171,2.0,고졸,인문,,,강원,영업과 마케팅 100,청력 73,고객서비스 67
8864,K000007449,회계사,023,회계·세무·감정 전문가,0231,3.6,대졸,사회,,,강원,경제와 회계 100,인적자원 관리 100,서비스 지향 100
8865,K000001055,용접원(용접기조작원),824,용접원 및 용접기 조작원,8241,6.2,고졸,사회,,"용접기능사, 산업기사, 기사, 기능장, 기술사(국가기술)",대전,움직임 통제 100,반응시간과 속도 100,조작 및 통제 97
8866,K000000926,어부 및 해녀,904,어업 종사자,9042,4.2,고졸,공학,,,경기,반응시간과 속도 100,신체적 강인성 100,유연성 및 균형 100
8867,K000000976,선박 정비원,812,운송장비 정비원,8122,2.3,대졸,공학,,"전파전자통신기능사, 산업기사, 기사(국가기술)",경기,고장의 발견.수리 79,신체적 강인성 76,생물 72
8868,K000001112,금속 공작기계 조작원,813,금형원 및 공작기계 조작원,8132,1.1,전문대졸,공학,컴퓨터응용기계과,컴퓨터응용선반기능사(국가기술),전북,조작 및 통제 89,유연성 및 균형 87,움직임 통제 86
8869,K000007521,경찰관,240,"경찰관, 소방관 및 교도관",2401,2.0,대졸,공학,경찰행정학과,자동차운전면허 제 1종 보통(국가전문),울산,재정 관리 100,행동조정 100,유연성 및 균형 99
8870,K000007449,회계사,023,회계·세무·감정 전문가,0231,2.0,대졸,공학,,공인회계사(국가전문),경기,판단과 의사결정 95,문제 해결 95,경제와 회계 92
8871,K000000909,운송장비 조립원,817,운송장비 조립원,8173,9.4,대졸,공학,,,대구,기계 86,고장의 발견.수리 85,신체적 강인성 82
8872,K000007555,양식조리사,531,주방장 및 조리사,5314,4.5,석사,자연,,양식조리기능사(국가기술),대구,시력 100,유연성 및 균형 99,식품생산 95
8873,K000001182,패턴사,862,"패턴사, 재단사 및 재봉사",8621,1.1,대졸,공학,,양복기능사(국가기술),대구,디자인 95,정교한 동작 85,신체적 강인성 64
8874,K000000929,수상 및 항공운송 사무원,028,무역·운송·생산·품질 사무원,0283,6.1,대졸,사회,,물류관리사(국가전문),부산,사무 89,전산 87,운송 84
8875,K000001036,가스·에너지시험원 및 진단전문가,155,에너지·환경공학 기술자 및 시험원,1552,3.9,대졸,공학,,"에너지관리기사, 에너지관리산업기사, 에너지진단사",서울,기술 분석 98,범주화 93,화학 89
8876,K000007482,변호사,221,법률 전문가,2212,2.3,석사,사회,법학과,,서울,논리적 분석 100,글쓰기 100,사람 파악 100
8877,K000001092,매표원 및 복권 판매원,616,매장 계산원 및 매표원,6162,11.4,고졸,인문,,,서울,고객서비스 76,사람 파악 74,영업과 마케팅 69
8878,K000000871,일반기계 조립원,816,기계 조립원(운송장비 제외),8161,1.2,고졸,공학,,"생산자동화기능사, 산업기사(국가기술)",인천,기술 분석 93,장비의 유지 90,움직임 통제 89
8879,K000001078,목재 가공 관련 기계 조작원,882,목재·펄프·종이 생산기계 조작원,8821,1.7,대졸,인문,,,서울,장비의 유지 98,움직임 통제 98,정교한 동작 97
8880,K000001141,비누 및 화장품 화학공학기술자 및 연구원,154,화학공학 기술자 및 시험원,1541,2.9,석사,자연,화학과,"화공기사, 산업기사, 기술사(국가기술)",충북,기술 설계 100,화학 100,선택적 집중력 97
8881,K000008494,대중무용수(백댄서),414,"창작·공연 전문가(작가, 연극 제외)",4147,3.4,고졸,예체능,,,경기,반응시간과 속도 100,유연성 및 균형 92,공간지각력 92
8882,K000001094,운송 관련 관리자,015,영업·판매·운송 관리자,0152,2.4,석사,공학,,,서울,운송 92,법 88,영업과 마케팅 87
8883,K000001177,건설자재시험원,140,건축·토목공학 기술자 및 시험원,1407,2.2,대졸,공학,,"건설재료시험기능사, 산업기사, 기사(국가기술)",경기,품질관리분석 95,건축 및 설계 93,화학 82
8884,K000000857,사회복지사,231,사회복지사 및 상담사,2311,1.1,대졸,사회,,,충남,말하기 100,글쓰기 100,서비스 지향 100
8885,K000007555,양식조리사,531,주방장 및 조리사,5314,3.8,전문대졸,자연,,,인천,물적자원 관리 100,행동조정 100,기억력 100
8886,K000001119,문화재보존원(컨서베이터),413,학예사·사서·기록물관리사,4131,6.1,석사,인문,문화재보존학과,문화재수리기술자(국가전문),부산,정교한 동작 100,예술 93,화학 87
8887,K000007573,검사,221,법률 전문가,2211,5.9,석사,사회,,,서울,읽고 이해하기 100,논리적 분석 94,법 92
8888,K000000850,요양 보호사 및 간병인,550,돌봄 서비스 종사자,5501,7.3,전문대졸,인문,,,서울,신체적 강인성 100,서비스 지향 98,행동조정 96
8889,K000001055,용접원(용접기조작원),824,용접원 및 용접기 조작원,8241,5.2,전문대졸,공학,,,서울,정교한 동작 100,작동 점검 91,조작 및 통제 91
8890,K000000992,토목구조설계기술자,140,건축·토목공학 기술자 및 시험원,1403,20.5,석사,공학,토목공학과,,경기,건축 및 설계 100,공간지각력 100,안전과 보안 100
8891,K000000947,문리학원 강사,214,문리·기술·예능 강사,2142,3.8,대졸,자연,,,경기,가르치기 98,심리 92,수리력 82
8892,K000007468,버스운전원,622,자동차 운전원,6222,6.9,고졸,인문,,자동차운전면허 제 1종 대형(국가전문),경기,시력 100,반응시간과 속도 90,작동 점검 89
8893,K000001030,철도기관차 및 전동차 정비원,812,운송장비 정비원,8123,1.1,대졸,공학,,"전기철도기능사, 산업기사, 기사, 기술사(국가기술)",충북,고장의 발견.수리 89,운송 79,기계 78
8894,K000001055,용접원(용접기조작원),824,용접원 및 용접기 조작원,8241,1.6,전문대졸,공학,,"용접기능사, 산업기사, 기사, 기능장, 기술사(국가기술)",서울,시력 94,고장의 발견.수리 91,움직임 통제 86
8895,K000001080,데이터분석가(빅데이터분석가),135,데이터 전문가,1352,1.4,석사,공학,,"빅데이터분석기사, 데이터분석전문가, 데이터분석준전문가",강원,시간 관리 98,산수와 수학 97,문제 해결 96
8896,K000007460,광고영상감독,416,연극·영화·방송 전문가,4161,6.6,대졸,사회,,,충북,예술 100,판단과 의사결정 99,행동조정 93
8897,K000001003,재활용 처리장치 및 소각로 조작원,853,환경관련 장치 조작원,8532,7.0,고졸,공학,,"대기환경산업기사, 기사(국가기술)",서울,움직임 통제 77,조작 및 통제 76,화학 75
8898,K000007540,해양경찰관,240,"경찰관, 소방관 및 교도관",2401,1.3,대졸,사회,,,인천,움직임 통제 100,반응시간과 속도 100,추리력 94
8899,K000007577,치과기공사,306,의료기사·치료사·재활사,3063,4.7,대졸,의약,치기공학과,,경기,의료 87,품질관리분석 83,정교한 동작 81
8900,K000001035,조경원,901,작물재배 종사자,9015,7.8,고졸,공학,환경조경과,,경남,건축 및 설계 100,신체적 강인성 98,공간지각력 95
8901,K000000929,수상 및 항공운송 사무원,028,무역·운송·생산·품질 사무원,0283,3.3,대졸,사회,,물류관리사(국가전문),대전,운송 98,시간 관리 87,듣고 이해하기 85
8902,K000007468,버스운전원,622,자동차 운전원,6222,12.0,대졸,공학,,자동차운전면허 제 1종 대형(국가전문),대전,조작 및 통제 100,반응시간과 속도 100,서비스 지향 100
8903,K000001174,점토제품 생산기계 조작원,826,비금속제품 생산기계 조작원,8262,3.0,고졸,인문,,,충북,물적자원 관리 100,반응시간과 속도 99,움직임 통제 92
8904,K000007561,손해사정사,031,금융·보험 전문가,0315,10.8,대졸,사회,,,대전,협상 100,상담 100,듣고 이해하기 100
8905,K000008483,우편집배원,624,택배원 및 기타 운송 종사자,6243,6.4,고졸,사회,,"자동차운전면허 제 1종, 2종 보통(국가전문)",서울,움직임 통제 100,신체적 강인성 91,공간지각력 89
8906,K000001119,문화재보존원(컨서베이터),413,학예사·사서·기록물관리사,4131,8.8,대졸,인문,문화재보존학과,,경남,역사 100,정교한 동작 89,예술 84
8907,K000001083,외선 전기공,831,전기공,8313,1.3,고졸,공학,,,대전,장비의 유지 92,시력 86,설치 85
8908,K000001122,재단사,862,"패턴사, 재단사 및 재봉사",8622,3.0,전문대졸,예체능,,염색기능사(국가기술),서울,정교한 동작 80,기술 분석 72,장비의 유지 72
8909,K000001121,이동전화기 수리원,841,정보통신기기 설치·수리원,8412,5.8,고졸,인문,,,서울,정교한 동작 100,컴퓨터와 전자공학 96,통신 84
8910,K000007449,회계사,023,회계·세무·감정 전문가,0231,5.3,대졸,사회,,,서울,사무 100,경제와 회계 100,가르치기 100
8911,K000001062,철로 설치 및 보수원,705,기타 건설 기능원(채굴포함),7052,1.7,대졸,사회,,,서울,작동 점검 94,설치 90,조작 및 통제 84
8912,K000001033,제화원,864,"제화원, 기타 섬유·의복 기계 조작원 및 조립원",8641,2.9,고졸,자연,,,광주,디자인 78,식품생산 76,시력 75
8913,K000000850,요양 보호사 및 간병인,550,돌봄 서비스 종사자,5501,17.3,대졸,인문,,,서울,신체적 강인성 100,행동조정 100,유연성 및 균형 91
8914,K000000913,홀서빙원,532,식당 서비스원,5322,3.4,고졸,사회,,,세종,서비스 지향 98,사람 파악 86,청력 84
8915,K000007449,회계사,023,회계·세무·감정 전문가,0231,20.4,대졸,사회,,,인천,협상 100,기억력 100,듣고 이해하기 100
8916,K000001158,산업 전기공(항공기·선박·철도기관차·전동차전기공),831,전기공,8311,14.0,전문대졸,공학,,,서울,건축 및 설계 100,설치 100,고장의 발견.수리 98
8917,K000007449,회계사,023,회계·세무·감정 전문가,0231,1.3,석사,사회,,,대전,경제와 회계 100,논리적 분석 97,판단과 의사결정 95
8918,K000008542,신재생에너지 시험원,155,에너지·환경공학 기술자 및 시험원,1554,1.0,대졸,공학,,,인천,조작 및 통제 100,기술 설계 96,설치 93
8919,K000000861,제과·제빵원,871,제과·제빵원 및 떡 제조원,8711,3.3,고졸,인문,,,충남,상품 제조 및 공정 81,식품생산 78,시력 76
8920,K000001045,과실 및 채소가공 관련 기계 조작원,873,식품 가공 기계 조작원,8734,4.4,고졸,공학,,,인천,고장의 발견.수리 100,신체적 강인성 100,움직임 통제 100
8921,K000000902,낙농 관련 종사원,902,낙농·사육 종사자,9021,4.5,대졸,자연,,,경기,식품생산 100,신체적 강인성 81,생물 79
8922,K000001007,사진기자 및 사진사,414,"창작·공연 전문가(작가, 연극 제외)",4142,6.4,대졸,공학,,사진기능사(국가기술),경기,예술 89,창의력 87,시력 82
8923,K000000856,컴퓨터시스템설계 및 분석가,132,컴퓨터시스템 전문가,1320,9.7,대졸,공학,,"전자계산기기능사, 기사, 기술사(국가기술)",경기,기술 설계 100,인적자원 관리 100,범주화 100
8924,K000007583,작곡가,414,"창작·공연 전문가(작가, 연극 제외)",4145,5.0,전문대졸,예체능,성악과,,경기,예술 100,기억력 97,청력 84
8925,K000001200,영업기획·관리·지원사무원,026,경영지원 사무원,0262,1.6,대졸,공학,,ERP정보관리사《물류/생산/인사/회계》(국가공인 민간),서울,사람 파악 100,시간 관리 100,재정 관리 93
8926,K000001121,이동전화기 수리원,841,정보통신기기 설치·수리원,8412,6.3,전문대졸,공학,,무선설비기능사(국가기술),경남,고장의 발견.수리 88,고객서비스 84,정교한 동작 81
8927,K000007569,이용사,511,미용 서비스원,5111,2.0,고졸,공학,,,경기,시력 100,정교한 동작 100,유연성 및 균형 89
8928,K000001011,수의사,302,수의사,3020,2.6,대졸,자연,수의예과,,서울,생물 97,인적자원 관리 95,추리력 90
8929,K000007500,관세사,023,회계·세무·감정 전문가,0233,3.1,대졸,사회,,,서울,범주화 90,판단과 의사결정 86,재정 관리 86
8930,K000001011,수의사,302,수의사,3020,3.4,대졸,자연,수의학과,수의사(국가전문),대구,움직임 통제 100,추리력 97,학습전략 95
8931,K000000917,전자 부품 및 제품 생산기계 조작원,835,전기·전자 부품·제품 생산기계 조작원,8353,4.6,전문대졸,공학,,,인천,정교한 동작 100,작동 점검 99,신체적 강인성 96
8932,K000007468,버스운전원,622,자동차 운전원,6222,3.4,대졸,인문,,자동차운전면허 제 1종 대형(국가전문),경기,운송 100,반응시간과 속도 96,정교한 동작 96
8933,K000007500,관세사,023,회계·세무·감정 전문가,0233,7.7,대졸,사회,,관세사(국가전문),인천,읽고 이해하기 100,수리력 100,재정 관리 93
8934,K000001206,보험모집인(보험설계사/FC),033,금융·보험 영업원,0332,0.6,대졸,사회,,보험중개사(국가전문),경남,설득 100,재정 관리 100,읽고 이해하기 100
8935,K000007570,교도관,240,"경찰관, 소방관 및 교도관",2403,24.8,대졸,사회,교정보호학과,법무사(국가전문),부산,사람 파악 100,상담 100,행동조정 100
8936,K000001196,인사·교육·훈련사무원,026,경영지원 사무원,0264,2.0,대졸,공학,,,경기,인사 100,인적자원 관리 99,논리적 분석 99
8937,K000001209,정육원 가공원 및 도축원,872,식품 가공 기능원,8721,6.6,고졸,공학,,식육처리기능사(국가기술),서울,정교한 동작 100,식품생산 95,생물 85
8938,K000007536,부동산 컨설턴트 및 중개사,611,부동산 컨설턴트 및 중개사,6110,5.5,전문대졸,인문,,,광주,공간지각력 100,듣고 이해하기 95,법 94
8939,K000007456,병무행정사무원,025,정부행정 사무원,0253,2.3,대졸,사회,,,서울,경영 및 행정 84,사무 82,조직체계의 분석 및 평가 76
8940,K000008546,기계 부품 조립원,816,기계 조립원(운송장비 제외),8162,1.2,대졸,공학,,,대전,유연성 및 균형 96,신체적 강인성 83,정교한 동작 80
8941,K000000857,사회복지사,231,사회복지사 및 상담사,2311,14.6,석사,사회,,,경기,문제 해결 100,설득 100,듣고 이해하기 100
8942,K000001021,공간정보시스템전문가,140,건축·토목공학 기술자 및 시험원,1406,16.0,대졸,자연,,지도제작기능사(국가기술),광주,기술 설계 100,수리력 100,반응시간과 속도 100
8943,K000001187,여행 사무원,521,여행 서비스원,5212,1.5,전문대졸,인문,,,강원,서비스 지향 96,사람 파악 88,설득 88
8944,K000000838,초·중·고등학교 교장 및 교감,013,전문서비스 관리자,0132,3.4,석사,자연,,"초등학교 1,2급 정교사(국가전문)",서울,물적자원 관리 100,인적자원 관리 100,경영 및 행정 97
8945,K000001019,학예사(큐레이터),413,학예사·사서·기록물관리사,4131,13.7,대졸,인문,경영학과,"박물관및미술관정학예사 1, 2, 3급(국가전문)",서울,예술 100,영어 100,공간지각력 100
8946,K000000828,시멘트 및 광물제품 생산기계 조작원,826,비금속제품 생산기계 조작원,8263,2.9,고졸,공학,,"콘크리트 기능사, 산업기사, 기사(국가기술)",부산,고장의 발견.수리 100,장비 선정 98,장비의 유지 93
8947,K000008482,떡 제조원(한과포함),871,제과·제빵원 및 떡 제조원,8712,2.1,고졸,인문,,,전남,신체적 강인성 87,정교한 동작 87,시력 86
8948,K000000947,문리학원 강사,214,문리·기술·예능 강사,2142,2.5,석사,인문,,,강원,가르치기 100,학습전략 96,듣고 이해하기 89
8949,K000008487,세정원 및 방역원,562,세정원 및 방역원,5622,1.4,고졸,공학,,,광주,신체적 강인성 92,장비의 유지 87,정교한 동작 87
8950,K000008481,네트워크관리자(클라우딩컴퓨터운영관리자),136,정보시스템 및 웹 운영자,1361,6.2,대졸,공학,,,경북,장비의 유지 100,기술 설계 93,작동 점검 91
8951,K000007569,이용사,511,미용 서비스원,5111,3.0,전문대졸,공학,,,대구,정교한 동작 96,시력 87,영업과 마케팅 75
8952,K000000860,로봇공학기술자 및 연구원,151,기계·로봇공학 기술자 및 시험원,1512,10.7,대졸,공학,,"기계설계산업기사, 기사, 기술사(국가기술)",경기,기술 설계 100,기술 분석 100,수리력 100
8953,K000001203,관광 서비스 종사원,521,여행 서비스원,5213,5.3,대졸,사회,,,인천,고객서비스 91,사람 파악 90,행동조정 84
8954,K000000900,통신망운영기술자,131,컴퓨터하드웨어·통신공학 기술자,1312,5.7,대졸,공학,,,서울,통신 100,작동 점검 89,공간지각력 88
8955,K000001045,과실 및 채소가공 관련 기계 조작원,873,식품 가공 기계 조작원,8734,3.4,고졸,공학,,,서울,신체적 강인성 96,정교한 동작 96,조작 및 통제 88
8956,K000001047,고무 및 플라스틱제품 조립원,852,고무·플라스틱 및 화학제품 생산기계 조작원 및 조립원,8524,3.5,고졸,인문,,,서울,유연성 및 균형 90,반응시간과 속도 84,작동 점검 83
8957,K000000837,외국어 강사,214,문리·기술·예능 강사,2141,7.9,대졸,교육,,,경기,교육 및 훈련 100,가르치기 97,말하기 97
8958,K000001030,철도기관차 및 전동차 정비원,812,운송장비 정비원,8123,1.9,대졸,공학,,"궤도장비정비기능사, 산업기사, 기사(국가기술)",서울,정교한 동작 92,고장의 발견.수리 88,작동 점검 87
8959,K000007516,조세행정사무원,025,정부행정 사무원,0251,3.6,대졸,사회,,,경남,수리력 100,사무 94,전산 84
8960,K000001038,방수공,702,건축마감 기능원,7022,0.3,전문대졸,인문,,,광주,건축 및 설계 81,유연성 및 균형 80,신체적 강인성 76
8961,K000000865,석유화학공학기술자 및 연구원,154,화학공학 기술자 및 시험원,1541,4.3,대졸,자연,화학공학과,화공안전기술사(국가기술),서울,기술 분석 100,공학과 기술 100,물리 100
8962,K000000908,보험인수심사원(언더라이터),031,금융·보험 전문가,0319,4.8,대졸,사회,,,부산,법 96,전산 90,산수와 수학 89
8963,K000001154,온라인 쇼핑 판매원,615,판매 종사자,6154,5.3,대졸,예체능,,,경기,재정 관리 100,물적자원 관리 100,경영 및 행정 96
8964,K000001119,문화재보존원(컨서베이터),413,학예사·사서·기록물관리사,4131,8.9,대졸,인문,문화재보존학과,,서울,시력 100,역사 100,정교한 동작 100
8965,K000001126,개그맨 및 코미디언,416,연극·영화·방송 전문가,4162,1.7,전문대졸,예체능,,,대구,예술 93,말하기 92,선택적 집중력 89
8966,K000000873,음향 및 녹음 기사,416,연극·영화·방송 전문가,4165,1.2,고졸,사회,,"방송통신기능사, 산업기사, 기사(국가기술)",울산,설치 93,장비의 유지 90,청력 89
8967,K000007449,회계사,023,회계·세무·감정 전문가,0231,4.9,대졸,사회,,공인회계사(국가전문),충북,경제와 회계 100,범주화 99,문제 해결 96
8968,K000007449,회계사,023,회계·세무·감정 전문가,0231,0.7,대졸,사회,,공인회계사(국가전문),광주,전산 100,경제와 회계 100,판단과 의사결정 100
8969,K000000913,홀서빙원,532,식당 서비스원,5322,8.4,고졸,인문,,,경기,인사 100,식품생산 88,청력 86
8970,K000000850,요양 보호사 및 간병인,550,돌봄 서비스 종사자,5501,4.9,고졸,인문,,요양보호사(국가전문),경북,서비스 지향 97,의료 87,선택적 집중력 77
8971,K000007449,회계사,023,회계·세무·감정 전문가,0231,1.5,대졸,공학,,공인회계사(국가전문),광주,전산 100,경제와 회계 99,서비스 지향 96
8972,K000000857,사회복지사,231,사회복지사 및 상담사,2311,9.3,대졸,사회,,"사회복지사 1, 2급(국가전문)",전북,모니터링(Monitoring) 100,재정 관리 100,사람 파악 100
8973,K000001192,주방 보조원(일반음식점),532,식당 서비스원,5323,1.6,고졸,인문,,,충북,신체적 강인성 98,정교한 동작 95,시력 93
8974,K000001195,상품중개인 및 경매사,612,기술·해외 영업원 및 상품중개인,6123,9.2,대졸,사회,,경매사(국가전문),경기,청력 100,반응시간과 속도 100,재정 관리 96
8975,K000001055,용접원(용접기조작원),824,용접원 및 용접기 조작원,8241,5.8,고졸,인문,,특수용접기능사(국가기술),서울,움직임 통제 94,정교한 동작 93,상품 제조 및 공정 90
8976,K000001186,청능치료사,306,의료기사·치료사·재활사,3068,2.5,전문대졸,의약,,,경기,청력 100,기술 설계 100,품질관리분석 92
8977,K000000957,스포츠강사 및 트레이너,420,스포츠·레크리에이션 종사자,4204,3.8,고졸,예체능,사회체육학과,"생활체육지도사 1, 2, 3급(국가전문)",경북,서비스 지향 93,행동조정 93,교육 및 훈련 92
8978,K000000893,음료 조리사(바리스타포함),531,주방장 및 조리사,5317,5.3,전문대졸,사회,,,대전,식품생산 83,청력 74,영업과 마케팅 68
8979,K000007582,환경영향평가원,155,에너지·환경공학 기술자 및 시험원,1555,5.0,석사,공학,,,대구,설득 100,조직체계의 분석 및 평가 100,조작 및 통제 96
8980,K000007449,회계사,023,회계·세무·감정 전문가,0231,2.4,대졸,사회,,공인회계사(국가전문),대전,판단과 의사결정 100,인적자원 관리 96,시간 관리 95
8981,K000001059,경영 지원 관리자,012,행정·경영·금융·보험 관리자,0122,3.0,대졸,사회,경영학과,ERP정보관리사《물류/생산/인사/회계》(국가공인 민간),경기,말하기 100,범주화 100,논리적 분석 100
8982,K000000831,도장원(도장기조작원),825,도장원 및 도금원,8251,3.9,전문대졸,공학,,건축도장기능사(국가기술),경북,정교한 동작 80,움직임 통제 75,작동 점검 68
8983,K000000968,네트워크시스템개발자(네트워크엔지니어),134,네트워크 시스템 개발자 및 정보보안 전문가,1341,6.3,대졸,공학,,,경북,기술 분석 100,수리력 100,작동 점검 100
8984,K000000850,요양 보호사 및 간병인,550,돌봄 서비스 종사자,5501,12.9,고졸,인문,,요양보호사(국가전문),서울,신체적 강인성 100,심리 100,유연성 및 균형 91
8985,K000000979,오락시설 서비스 종사원,524,오락시설 서비스원,5240,6.3,고졸,인문,,,전남,장비의 유지 84,고객서비스 83,서비스 지향 81
8986,K000001133,전문의사,301,"의사, 한의사 및 치과의사",3011,6.4,석사,의약,의예과,의사(국가전문),경기,문제 해결 100,읽고 이해하기 100,가르치기 100
8987,K000001055,용접원(용접기조작원),824,용접원 및 용접기 조작원,8241,2.2,대졸,공학,,,서울,작동 점검 96,고장의 발견.수리 94,움직임 통제 92
8988,K000007465,택시운전원,622,자동차 운전원,6221,5.8,고졸,사회,,"자동차운전면허 제 1종, 2종 보통(국가전문),",경기,고장의 발견.수리 100,운송 100,사람 파악 100
8989,K000000989,환경·청소 및 경비 관련 관리자,014,미용·여행·숙박·음식·경비·청소 관리자,0143,2.8,고졸,사회,,일반경비지도사(국가전문),경북,고객서비스 81,경영 및 행정 76,상담 71
8990,K000001030,철도기관차 및 전동차 정비원,812,운송장비 정비원,8123,2.5,고졸,공학,,"전기철도기능사, 산업기사, 기사, 기술사(국가기술)",서울,시력 87,물리 85,기계 84
8991,K000001000,제품 디자이너,415,디자이너,4151,6.4,대졸,예체능,,,인천,예술 100,기술 설계 100,추리력 99
8992,K000007539,컴퓨터강사,214,문리·기술·예능 강사,2143,2.2,대졸,공학,,워드프로세서 1급(국가기술),경기,가르치기 100,학습전략 95,전산 88
8993,K000000897,철골공(강구조물건립원),701,건설구조 기능원,7011,6.4,고졸,인문,,,부산,신체적 강인성 100,시력 100,기술 설계 99
8994,K000001092,매표원 및 복권 판매원,616,매장 계산원 및 매표원,6162,2.3,대졸,교육,,,대구,고객서비스 74,수리력 66,영업과 마케팅 64
8995,K000007554,폐기물처리기술자,155,에너지·환경공학 기술자 및 시험원,1555,2.8,대졸,자연,,,경기,품질관리분석 96,조직체계의 분석 및 평가 91,화학 86
8996,K000001035,조경원,901,작물재배 종사자,9015,2.5,대졸,공학,환경조경과,"종자기능사, 산업기사, 기사, 기술사(국가기술)",광주,신체적 강인성 91,공간지각력 82,디자인 77
8997,K000001204,계기 검침원 및 가스 점검원,564,검침·주차관리 및 기타 서비스 단순 종사자,5641,4.8,전문대졸,인문,,,서울,시력 98,서비스 지향 90,움직임 통제 87
8998,K000001192,주방 보조원(일반음식점),532,식당 서비스원,5323,14.1,고졸,인문,,,경북,물적자원 관리 92,신체적 강인성 89,청력 86
8999,K000007449,회계사,023,회계·세무·감정 전문가,0231,6.4,대졸,사회,,공인회계사(국가전문),경기,논리적 분석 100,인적자원 관리 100,시간 관리 98
9000,K000001205,전기 및 전자공학 시험원,153,전기·전자공학 기술자 및 시험원,1534,1.8,대졸,공학,,전자기기 기능사,인천,품질관리분석 90,장비의 유지 89,작동 점검 86
9001,K000000824,번역가,411,작가·통번역가,4112,5.5,대졸,인문,,,강원,철학과 신학 100,말하기 94,읽고 이해하기 93
9002,K000000850,요양 보호사 및 간병인,550,돌봄 서비스 종사자,5501,2.5,고졸,인문,,,대구,유연성 및 균형 93,신체적 강인성 91,의료 81
9003,K000007454,의상디자이너,415,디자이너,4152,2.3,대졸,예체능,,섬유디자인산업기사(국가기술),경기,선택적 집중력 100,디자인 93,예술 91
9004,K000000886,냉동·냉장·공조기 설치 및 정비원,811,기계장비 설치·정비원(운송장비 제외),8115,1.6,전문대졸,공학,,"공조냉동기계기능사, 산업기사, 기사(국가기술)",서울,공학과 기술 92,작동 점검 91,고장의 발견.수리 90
9005,K000000942,금속·재료공학 기술자 및 연구원,152,금속·재료공학 기술자 및 시험원,1521,3.6,박사,공학,세라믹공학과,,인천,학습전략 99,장비의 유지 98,범주화 97
9006,K000007468,버스운전원,622,자동차 운전원,6222,1.0,고졸,공학,,,서울,시력 92,서비스 지향 89,작동 점검 88
9007,K000001055,용접원(용접기조작원),824,용접원 및 용접기 조작원,8241,6.2,전문대졸,공학,,"용접기능사, 산업기사, 기사, 기능장, 기술사(국가기술)",서울,반응시간과 속도 89,조작 및 통제 89,정교한 동작 85
9008,K000001031,보일러 설치 및 정비원,811,기계장비 설치·정비원(운송장비 제외),8116,11.1,대졸,인문,,,경기,설치 100,조작 및 통제 99,고객서비스 98
9009,K000008545,로봇 설치 및 정비원,811,기계장비 설치·정비원(운송장비 제외),8111,4.9,대졸,공학,,,경북,장비의 유지 100,장비 선정 100,정교한 동작 98
9010,K000001047,고무 및 플라스틱제품 조립원,852,고무·플라스틱 및 화학제품 생산기계 조작원 및 조립원,8524,4.1,고졸,예체능,,"화공기사, 산업기사(국가기술)",대구,반응시간과 속도 92,작동 점검 92,움직임 통제 90
9011,K000007514,감정평가사,023,회계·세무·감정 전문가,0234,0.7,대졸,사회,회계학과,감정평가사(국가전문),서울,판단과 의사결정 100,경제와 회계 100,법 100
9012,K000001164,화물차 및 특수차 운전원,622,자동차 운전원,6223,2.8,고졸,공학,,,서울,장비 선정 100,유연성 및 균형 100,움직임 통제 96
9013,K000000971,가구 조립원,883,가구·목제품 제조·수리원,8832,3.1,고졸,공학,,가구제작기능사(국가기술),경기,조작 및 통제 100,상품 제조 및 공정 100,추리력 95
9014,K000007506,항공기객실승무원,522,항공기·선박·열차 객실승무원,5221,2.2,대졸,사회,항공비서과,,경기,의료 91,사람 파악 91,서비스 지향 90
9015,K000001080,데이터분석가(빅데이터분석가),135,데이터 전문가,1352,6.5,대졸,자연,,"빅데이터분석기사, 데이터분석전문가, 데이터분석준전문가",인천,산수와 수학 100,기술 분석 100,범주화 100
9016,K000001056,양식원,904,어업 종사자,9041,2.6,고졸,자연,,,울산,식품생산 100,지리 100,생물 100
